,S_mean_std,A_mean_std,count,L2_norm
0,0.0011071356146686478,0.32220878169317024,100,111.999735272373
1,0.003063807783108619,0.8979830578372558,100,109.21285052854607
2,0.0015832622844258067,0.4774463328940371,100,128.34712975093444
3,0.002981565000559988,0.8828121569522904,100,76.3060996888879
4,0.0029872179118260733,0.921608510937418,97,81.51922549142557
5,0.0007759488400132835,0.23832168224556452,100,176.05995765819577
6,0.0023188818124040655,0.6594533359299771,100,103.27212962244475
7,0.001409424166541687,0.3690724780291089,100,168.18314660148343
8,0.0017075999648736072,0.48774637179291763,100,76.59474134124955
9,0.001913743765168724,0.5755123676273253,100,101.32768902317468
10,0.0010947185972436475,0.320078548951366,100,74.66167702781925
11,0.0008875793818516527,0.2720427607292769,100,135.008081274093
12,0.002181723541416853,0.7253328910031995,100,163.50378576041305
13,0.003793199833989975,1.2723988290730994,100,173.8704364263737
14,0.0014192410482068265,0.45125021635750495,100,95.22738789481645
15,0.0013112532717418396,0.39939347574589573,100,127.9157666182735
16,0.0022120509998947604,0.7194433167860605,100,69.10573578589526
17,0.002147953889472742,0.5333861092811047,100,61.64175289635543
18,0.001934875359382008,0.5463438555302834,100,71.10605107712938
19,0.0028233725553047325,0.8937365979197889,100,89.61165252296152
20,0.0010783060646236417,0.3123716051628728,100,151.56738615558237
21,0.000965447321638134,0.29699713180712456,96,119.29638263301004
22,0.0017522160549778946,0.553113482148607,100,81.93364632305395
23,0.0013280283364558486,0.3912143976738779,100,106.15526522846152
24,0.001999643892243957,0.5857059203553108,100,118.37946778184995
25,0.002398368460093567,0.7669199247667711,95,88.45004315939745
26,0.001435560469055076,0.480634207285527,100,84.86581750409032
27,0.0012844104204951577,0.3682073687310174,100,106.56772912677502
28,0.002692848700095451,0.71841291162957,100,78.83510794781252
29,0.003223344991461624,1.2203128285658926,100,250.5288824556762
30,0.0037559105167827515,1.0916678875860328,78,83.09666099231781
31,0.0032140888533470995,0.7943566816780512,94,57.94771757747862
32,0.0036959775425435596,1.1176203055131029,74,83.65118691622098
33,0.002646946116367221,0.796019223793341,97,76.45648478396821
34,0.003507581336012813,0.8497813829154586,90,48.650470687907884
35,0.0009231088320761372,0.25132094837121777,100,83.05286325265726
36,0.0011546708169243233,0.3251772696283901,100,204.11623602028743
37,0.0012682666126217995,0.35991352498877055,100,139.55479061145317
38,0.0007900660472600932,0.23674548383458893,100,147.30045115819783
39,0.0027496082713495025,0.7740709309154714,100,112.43285007423817
40,0.0004694907555607814,0.14278519728772787,100,147.682071750936
41,0.0019437094791656744,0.6193412799286815,100,65.52697710452871
42,0.003558638886541191,1.269157023690805,91,136.0174458210537
43,0.001215726324398453,0.36522674966624236,100,105.16512154382468
44,0.0038572896859200936,1.10344197084664,95,71.30157373740556
45,0.002072040162609296,0.6107580842281725,100,94.04110861951258
46,0.0024558612256082085,0.7176116034651434,100,107.38732646173617
47,0.001751175113405253,0.6033323847654288,92,257.76151097423696
48,0.0006146296842066023,0.17002092278510983,100,154.16995920569022
49,0.001796431835288491,0.6026043698852801,100,90.41712429945898
50,0.001503675296940271,0.4568533540066316,100,109.70020000899865
51,0.0014683768322904492,0.4416290356704855,100,109.42083980008827
52,0.001671203794253545,0.6424934540952199,100,258.3805762196874
53,0.002983205233316841,0.734255801478717,100,54.84433506953717
54,0.003547760457742838,1.1043791916676169,100,95.56855408635734
55,0.001539929751642347,0.39983208033073975,100,48.87951076420458
56,0.0008547523343908125,0.24026433301798492,100,129.52036508101762
57,0.00240767771656134,0.7824657886415316,100,94.03259929378117
58,0.002611215071283478,0.7619861406169455,100,93.94297471984447
59,0.0033266586830735826,0.8448278121475444,93,49.36618479919631
60,0.0009698025420074218,0.2974794726249533,100,121.96378546883149
61,0.0022409349485644713,0.6441233606091781,100,76.13761358246153
62,0.0010996076291160605,0.3673492397221306,100,175.50089956798595
63,0.002136471846630361,0.6575177583519225,100,69.56072244763948
64,0.0030106807940095525,0.9260960943078158,100,161.70170580829924
65,0.004057150926575926,1.1908083221627992,88,104.88604236800526
66,0.003156593844319394,1.0424376061484946,96,61.61566336486694
67,0.0021554790602729282,0.6970992796888018,95,129.8925556895619
68,0.004025573954892274,1.1650432361723921,88,80.91960666320418
69,0.004023371295214821,1.2584576824011886,89,83.14251251592896
70,0.0038629517883697535,0.8794220258669555,76,45.25001715663969
71,0.0034721661403274567,1.2170133736346547,100,235.80038527247427
72,0.0037237450678153008,1.0735599953926824,82,85.0793537373328
73,0.00390901670084562,1.2685534582654285,92,94.30165815306955
74,0.004227971606346695,1.4855477116906666,74,147.07974103300882
75,0.004148758450522801,1.3103658309119368,59,66.0899734129237
76,0.003810925343907729,0.8653487403299277,70,48.495125553640285
77,0.0038941144525409086,1.1139966579067775,58,72.056055984003
78,0.0037998570987221327,1.2354004852406888,58,110.2030834392536
79,0.003910122212974787,1.1625378359632106,70,60.3761004284489
