,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0010886967157898953,-0.0037698423267849544,0.002470625787365131,-0.002343111028567131,0.003111510421499092,0.0066005808208793645,-0.0033545231605840594,0.015726764817678592,-5.251316911937836e-05,-0.007409956585103514,-0.0019948238212735363,0.0014222545705307524,-0.007168263368778905,-0.014625643351297811,0.006484523856445648,-0.01235102747688969,-0.004029318353652425,-3.353954017219931e-05,-0.002448240633038311,-0.001060392119550454,0.0033988485425836016,0.003424552241423624,0.005027006187303086,0.010752959450938284,-0.002357278549034411,0.0020068976197358855,0.0022508957083092673,0.0059962973971234065,-0.011474147430761073,0.0011510610005092633
1,-0.00026920260469101814,0.00015532452532779367,0.008082438855365106,0.004346384212072653,-0.001600075483383917,0.005075926926685189,0.0033188536266625973,0.012267408646364443,-0.0007685365744808124,-0.002935027857631087,0.0060728962744438335,-0.00039561330188079516,-0.002766535485004658,-0.016666756556357774,0.0024647044276721684,-0.012080904483307453,0.0059550982615877565,-0.004575123104648853,5.761220692012532e-05,-0.002491378177765114,0.0025013584325153547,0.0035961033153694465,0.0022988255547323473,0.0036584986534287938,-0.005834023915240728,-0.0011213464237023675,0.0005710212266343602,0.0030156036020245526,-0.00575004755587742,-0.012924794516010365
2,0.003611196400830914,-0.007531646665606369,-0.0023748544318635033,4.237852260903909e-06,-0.006621231996307372,0.004483758859871268,0.002890289137960711,0.009825285308789776,0.0005972753808800985,0.008321741525274732,0.006143124548396434,0.007760389539368817,-0.010274830194353476,-0.0017878712302388025,0.0047217028476052945,-0.011500708329368522,0.007619027109937291,0.0025189465027626416,-0.000923007668356445,-0.013006575179882438,0.0008959471202343103,0.0003734662982683368,0.0043524098603958524,0.005956892595181004,0.0035380253747869057,-0.0034112020091717527,0.006583717678559304,-0.0008293222772822248,-0.010121518969466113,0.0003924420828531243
3,-0.0016350068220470407,-0.005233589378205915,0.013619026669846757,0.0027887949102140337,-0.003968449149551421,0.010913334485853887,0.0072376592186038325,0.011639428784198451,-0.0042652317592570465,-0.002830907109571472,0.006375517034789429,0.015750788572929206,-0.004530107289119961,-0.007383001270067585,0.009198037119226095,-0.009210474622038473,0.010059125017355793,0.005658196809303347,-0.0017114583886050935,-0.004106355445352541,0.00024865683480687184,0.0004948255057408685,0.006689543101550301,0.004563477591351855,-0.0009873001969636773,-0.003140536743797936,-0.002543852682400495,0.00212256504614736,-0.011039638291235224,-0.014835634715585631
4,0.005360409979460956,-0.010588789888594826,-0.0127802613014648,0.0007153558945292183,0.006130609150190273,-0.0020367203692657557,-0.01305733831108505,-0.0026306660402474983,-0.00257768838432364,-0.010761524523457945,-0.0056360064200991055,0.00042200277368152964,0.0007105419815609093,0.0007776830620140522,-0.009424070835783484,0.00620030035333342,-0.006874716384646828,-0.006910308736612422,0.009692310022764,-0.011012474404013949,0.00850674923076554,-0.003787421901364746,-0.0007745861456809297,-0.006117246056322554,-0.005224658236650778,0.006801557311169534,-0.00020298122935770557,0.000253967895228322,-0.002758044894854678,-0.0034960406571072473
5,0.005850826559684127,-0.013561147757039885,-0.01679687278225869,0.0061085487601531315,-0.004241425894558927,-0.011052462965616888,-0.0010448816084632968,0.001973477615859915,0.00023208449921694425,-0.0024415246214723745,-0.000839255081384563,-0.004712908510303642,-0.004230299543672647,0.015043138666573357,-0.013222457131215637,-0.006593693091301833,0.0041866739562939305,-0.005663954303709523,0.0037230636646391237,-0.0164330317123879,0.0030786507362428935,-0.007466402585193592,0.001237132388624357,-0.0006545202022604245,0.0015841255089871467,-0.008531749265147822,0.013952294995818125,0.0019755287258862654,-0.009634729837131045,-0.00386881833251907
6,0.013967117259330794,0.030015772773774024,-0.005671357492950085,-0.008322704181871844,-0.01970531280513923,-0.0004331571482979143,0.00014823917236337822,-0.01679565441986237,-0.023858427955101104,-0.01686820174773563,0.01212951864038141,0.00942891330027386,0.006010408843179207,-0.01562782823925186,-0.006689954831316792,-0.005672503720626718,0.006052549843194552,-0.0025754772367351545,-0.0033818670459095194,0.0016827590532076653,-0.001300082114585029,-0.003842506520314469,0.005249990860576581,0.007004512201660707,-0.006337641591040204,0.011322710702485458,-0.001977331083600958,-0.004826596372543588,-0.009702274814680228,0.008739481235295969
7,-0.019090837010286073,-0.002676355716322069,0.009158859731878796,0.005976618687676881,-0.0016990522577043138,0.020347113734131835,0.0023249192139962386,-0.00039875408065338536,-0.00011893763154260802,-0.008271430976042049,0.0031705753359699655,-0.005464949248828353,-0.0015463345754764873,0.0006738254747535689,-0.002175158653422182,-0.008893376413091379,0.0023975736085928897,-0.008901445050621473,-0.0007106235376000092,-0.0034314234493136144,-0.0028869908134785014,0.0026967208733115204,0.006801103190381766,-0.002799309483064639,-0.007738943166469678,-0.01344255455854104,0.002406801085226934,-0.00024256458573263556,-0.004147350346034593,-0.018576469343941297
8,-0.0008008912693621866,-0.004787024259938575,0.005626023268150458,0.002262131693184753,0.0008825754405236056,0.019375444506000487,0.006528450210921834,0.01367208036776491,0.0069454799916246965,-0.014467343893119208,0.0008443178353443298,0.0004913879562428783,-0.006274916113386811,-1.4908366809075486e-06,-0.00421926058705791,-0.010754353892372729,-0.009125109511531154,-0.006207598759223059,0.00184398915012507,-0.005098271579078807,-0.00095564120393257,-0.0034847712593926773,0.003699117925332104,-0.0017886693766869346,0.009865429598699977,-0.014089069643754315,0.003967659439502359,-0.002520166414554361,0.0002709732675976377,-0.009324801246220165
9,0.0008154621402227828,-0.007985189145192112,0.0019014091796229998,-0.012512555988610086,0.002313526643347805,-0.0025222076148347468,0.0010009718743921878,-0.005853363131930725,-0.0031069525350244658,-0.009015610941801463,-0.0024295661537254297,-0.008067584695094204,-0.0006009098802522498,0.004662339169826866,-0.0026715169119867917,-0.005633338582741426,0.004198454307483232,-0.00926797018010355,0.007832528684510924,-0.014993731040767311,-0.006780409106956863,-0.0005182811704378073,-0.00488959502975063,0.009303953420838045,0.01146135734530149,-0.022770861209049625,0.01649650556392694,0.0045986599480529015,0.006657841587370899,0.0054649898907506
