Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
PA0020,0.005633969157934189,0.0020248925685882567,0.005441860742866993,-0.0025389910116791724,-0.00822078224271536,-0.005654109716415405,0.0027775971591472628,-0.007057904731482267,-0.008208332359790802,0.00666898425668478,0.007527202218770981,-0.004989570568478297,0.0007041674852371215,0.0032335902005434037,-0.0023737427592277526,0.0021355628352804283,-0.011115156371017983,-0.0036822889120348037,-0.011993208908216032,0.006138570184977549,0.0014654471767398547,0.0009244068558993084
PA0021,-0.016137041449546814,-0.005994820594787597,0.016858675181865693,-0.011830628514289857,-0.006117514669895172,0.0006293523311614991,0.010427029132843017,-0.0046979889273643495,-0.010601505041122436,-0.008020941019058227,-0.004498570263385773,-0.0008178854745531839,-0.0010539484024047851,-0.011949890106916428,-0.002961092293262482,-0.0017873294574698223,0.003357476201550714,-0.012002387354450842,0.005196230280278034,0.0011698434937675044,-0.008613914251327515,0.012807138397225313
PA0022,-0.0070856866240501405,0.002099931538105011,0.0016561990231275558,-0.0011573635041713715,0.001394832208752632,-0.008965714126825333,-0.01124925822019577,0.0033317359164357187,0.00525055319070816,0.001777598112821579,0.004313811436295509,-0.008417576078384642,-0.0037423333525657652,0.006286832429468632,0.0012724502757191659,-0.0008484585997984583,-0.017647155399980217,-0.0015140603626928022,0.0002074598302241675,0.006477074240738491,-0.004583710488283409,-0.006385334667616657
PA0023,-0.0008017563819885254,-0.011538410186767578,-0.004222143888473511,-0.0030276042222976683,-0.0017016619443893433,-0.012300232648849488,-0.0021296811103820802,-0.00790795475244522,0.004326870441436767,0.00580105721950531,0.00021822750568389893,0.0038314244103810143,0.001409296989440918,-0.002820112407207489,0.004783161878585815,-0.0009870295672072577,0.001122811744953024,0.004916021900792275,-0.0124473852473636,0.00020420551300048828,0.00013623035178994233,0.000568712130188942
PA0024,-0.004659040570259094,-0.008093382120132447,-0.002056969404220581,0.006095537543296814,-0.0014741018414497376,0.000826764702796936,0.0008612191677093506,0.004849810898303985,0.036425497531890866,0.012720322906970978,0.008405093252658844,-0.007051278674413288,-0.00756966233253479,-0.004253658652305603,0.014923905730247497,0.0016631508610912204,-0.016798759328907932,0.012731515592144381,-1.7386590412189793e-05,0.004216834059301412,0.005434608684395844,0.0015126786726926053
PA0025,-0.003531760051846504,-0.005465463399887085,-0.0036505382880568506,-0.00010839544236660006,-0.0033048119023442266,-0.003248338997364044,0.012270046770572663,-0.00021112695336341858,0.01799011990427971,0.007303457483649254,0.005385708212852478,-0.005116716736838931,-0.0058264811336994175,0.013147425279021263,0.008725164160132408,-0.00945606098039863,0.00043453841373838225,0.007640289683495799,0.0009682639853942186,-0.002482205769925747,0.007886805483755076,0.006569450654621635
PA0026,-0.0027506813406944276,-0.004513990879058838,-0.011450176388025283,-0.0029342277348041535,0.003072982281446457,0.0027959370613098145,0.011395452618598938,-0.0029585415124893186,0.006782597303390503,-0.0023175835609436034,0.006362755447626114,0.0027658314931960333,-0.0039007240533828736,-0.01034610167145729,-0.0026788707822561265,0.006009725258522427,0.013255302248329952,0.01381162001240638,-0.0034017422734651456,0.001173370289352705,-0.01012599749385186,-8.911000830786569e-05
PA0027,-0.0029677540063858033,-0.007454853057861328,0.013221614956855775,-0.006304875612258911,-0.007083984613418579,-0.004957610368728637,-0.00958682656288147,-0.0046867626905441285,0.010460960865020751,-0.014870008528232575,-0.008851447403430938,0.004824785959152948,0.000766150951385498,-0.008360977321863174,-0.0020901349186897276,0.002054137667429816,0.01777604530597555,0.006514783828489242,-0.0029553867833212364,0.004355236044469869,-0.023156035621211213,0.004195802712014743
PA0028,0.003396751880645752,-0.00951824426651001,0.011283453106880188,-0.007589323222637176,-0.009489531815052032,0.0017870938777923583,-0.01142092227935791,-0.005511895120143891,-0.0018523597717285155,-0.013476478457450867,0.006105143129825592,0.0042412129659501335,-0.005543828010559082,-0.00429296612739563,0.00015700235962867737,-0.0013957293992190017,0.0195574924863618,-0.000880620171946864,-0.01666972385502832,-0.010817472664815074,-0.0041689749033945915,0.0037913707617138115
PA0029,-0.0049848294258117674,-0.004116406440734863,0.0044383320212364194,-0.005724931806325912,-0.010907988399267196,-0.012475768923759461,-0.0028424113988876343,0.021742489486932755,-0.001048346757888794,-0.004149409830570221,0.006743873655796051,0.0011244955516996839,-0.0007346957921981811,0.0017467808723449706,-3.581210970878601e-05,0.0056078003853866736,0.01112917579453567,0.004955208109271142,0.005928128957748413,0.002852595639678667,-0.0003654203324947717,0.012715026403644256
PA0030,0.010153475403785705,-0.005970990657806397,-0.021246244907379152,-0.011572032868862152,-0.0009294700622558594,-0.005325223207473755,-0.010750141143798828,0.006582396030426025,0.0031930744647979737,-0.0009024375677108764,-0.001310884952545166,0.0031692489745124936,-0.010906518697738647,-0.012844769954681397,0.004757070094347,0.005793329366703623,0.022624525530584926,0.013972655419380434,0.0338848139440944,-0.009492982108637972,-0.0011915530798570165,0.0007091391432498183
PA0031,-0.012163493037223815,-0.010854642391204834,0.0008153286576271057,-0.003486165553331375,-0.010898832380771637,-0.00024650216102600097,0.004267715215682984,0.00407853439450264,0.008760466575622558,0.007908252477645874,0.004517912119626999,-0.0012847204056997148,-0.012051486372947694,0.0027294187247753144,-0.004218285456299781,0.00957687429546081,0.01463955229726331,0.02494110599640877,-0.0011182353225385035,0.0055503035491367555,-0.006053339197950543,-0.004548743965902499
PA0032,0.0008744332939386368,0.007925685942173005,-0.0008561756461858749,0.0020293578691780566,-0.007483090199530125,0.00211432009935379,0.0005791671574115753,0.005900905504822731,0.004657400250434876,-0.004915245398879051,-0.0059593265503644945,-0.0019990886960710797,-0.008290440514683724,-0.007561891824007034,0.002404649890959263,0.0033491396719647435,0.009345921976812955,0.014852731698943723,0.009671439461377558,0.007022917411237393,-0.00042222847916045277,0.0057287695443457255
PA0032a,0.0010529851913452148,-0.008208918571472167,0.0018522730469703675,-0.0020254628360271455,0.0015394692122936249,0.0043145489692687986,0.007086141109466553,0.00468984454870224,-0.0010845398902893067,0.008280579745769501,-0.00398016557097435,0.0004582651077754914,0.005593937635421753,-0.004979441612958908,-0.00031656987965106965,0.0062221878582669286,-0.006442592061799148,0.012663818174792875,-0.017821388492404028,-0.004266068620501824,0.007102180202052278,-0.009021373665226358
PA0033,0.007529354691505432,0.0038490915298461915,-0.006804817020893097,-0.015328991115093232,-0.007162299007177353,-0.006566106677055359,-0.007518322467803955,-0.012408040463924408,-0.005801306962966919,-0.009151747524738312,-0.0033268463611602784,-0.0009017104194277809,-0.015440937876701356,0.0022068072855472563,0.0029880578070878984,0.001593402366048282,0.004330184952966098,-0.010849368187689012,-0.006064651945475922,-0.023598753056436213,0.005560603344215537,-0.009664884369288172
PA0034,0.01121074080467224,0.013972206115722656,0.006354432702064514,-0.009189404249191284,-0.004768260717391968,0.013665573596954346,0.007905089855194091,0.007723073363304138,0.0013256502151489259,0.001436576247215271,-0.008516627550125121,-0.005608929528130425,-0.0018305683135986328,-0.005833602845668793,-0.0016500535607337952,-0.007179000942977434,0.005709204180487271,0.010530298756014916,-0.02156716398894787,0.0015201838511341023,-0.007484658709112203,-0.01256017799356154
PA0035,-0.0036554062366485596,0.014118161201477051,-0.0035290849208831788,0.0009353101253509521,-0.00439213752746582,0.014342422485351563,0.008049802780151367,-0.0029689675569534303,0.013337280750274658,-0.0015767627954483031,0.008811622858047485,0.0035497044760083394,-0.013422963619232177,0.005125292837619782,0.0029030945897102357,0.0016894660045191185,0.0184380186015162,-0.005679930410077495,0.0063834215492703196,0.0021668582592370375,0.0024005703206332225,-0.009609021046864135
PA0036,-0.0036248040199279787,0.024326765537261964,0.004545018374919892,-0.00666010856628418,-0.00812716543674469,0.003947082757949829,0.0022092342376708986,-0.004027632474899292,0.012555627822875977,-0.012285413444042206,0.022210079729557037,0.004027930517045278,-0.009449328184127808,-0.008320126235485076,0.004615688174962998,0.0009214060822713006,0.006926561224049535,-0.0031989255259113926,0.010392503054855867,-0.006749343197300749,0.00204939437362383,-0.007477152427392346
PA0037,-0.00018335700035095214,-0.0017239689826965333,0.0011457759141921997,-0.01415218561887741,0.0005302411317825317,-0.009052401781082154,-0.0027427875995635984,0.011757318079471588,-0.005844745635986328,-0.006329227685928345,0.003949460983276368,-5.289108034164187e-05,-0.004430721998214721,-0.007695470154285431,0.004691712558269501,-0.0018330247131819577,-0.0030787196652642614,0.00425455262584071,-0.018531235043219355,-0.001861536277914947,-0.0026798900568260338,-0.003050433338752815
PA0038,-0.009393360614776611,-0.005474309921264648,0.005178825855255127,0.003794213533401489,-0.012395572066307068,-0.001600039005279541,-0.00316004753112793,-0.004760052561759948,-0.00542508602142334,-0.005529870986938476,-0.0017402321100234985,0.009851440550789,0.012819783687591553,-0.035119163393974306,-0.002630780637264252,-0.002771367731782579,0.008753168171849745,-0.007109345928315193,0.00475331291902897,0.005050400518021494,-0.0005428183753535433,0.004932428044932229
PA0039,0.010562255382537841,0.0031734728813171387,-0.006704361438751221,-0.00451845645904541,-0.009644234180450439,-0.00020691633224487305,-0.007451968193054199,-0.01355943888425827,0.007520642280578613,0.0014954209327697754,0.002639528512954712,0.007673214352320111,0.010905487537384033,0.06543146431446076,-0.0007662317156791687,0.00433733782817408,0.005002247876134412,-0.012803123843285346,0.0011171830688105073,-0.00475700059027042,-0.009550321776911898,0.0023636758061391966
PA0040,-0.010915032029151917,-0.007490788698196411,0.03168246805667877,0.00366043359041214,-0.0067359921336174015,0.029585310220718385,0.0031564903259277345,0.02028137683868408,0.006996939182281494,0.0035257324576377868,-0.009248424917459488,-0.00021695901477147657,0.004527740478515625,-0.004830595552921296,0.0017309633642435074,-0.004924243258446762,-0.014394240132693586,0.010943479114963163,-0.0030557501866200635,0.014357844051325097,0.00043334994675978177,-0.006809404252895287
PA0041,-0.014562304615974426,0.0010477477312088013,-0.007912205010652542,0.002925665229558945,0.0031851106882095337,0.05220427602529526,0.002729254961013794,0.01082556813955307,-0.012436319589614869,0.00406700000166893,-0.011355555281043053,-0.002840535981314523,-0.0002547174692153931,-0.002294793277978897,0.001940280944108963,0.0008054701323361741,0.0042381543537666055,0.0035657575053553428,0.0022585240929105946,0.0016903179996418504,0.004049771236923506,-0.004715316163908158
PA0041a,-0.018222002387046812,-0.010328428745269775,0.011325089558959008,-0.009060692936182023,0.02706587255001068,0.005719765424728394,0.007062946557998657,0.011890358328819274,0.0003831014037132265,0.03228225812315941,0.005817213729023933,0.03392883047224984,-0.0049765375256538395,0.000772193968296051,0.013173672668635845,-0.009687017841437428,-0.00547616748974241,0.007422478929642708,-0.012341328999460784,0.00735258437552542,-0.019269121986515116,-0.009094488973330175
PA0042,0.01075810194015503,-0.0019242501258850098,-0.002718850672245026,0.002923438847064972,0.005214694440364837,0.030170543193817137,0.007496930360794067,0.007257222831249237,-0.00290291428565979,-0.005252701938152313,-0.0023108625411987303,-0.0022573546757773746,-0.003810042142868042,-0.0007659107446670532,0.008932726681232453,0.0026558619184592334,-0.0038226719560294315,0.0019714678487470073,0.007836901756046816,0.01140462115125836,-0.011031841332057738,0.0011067397094198636
PA0043,0.012229709029197693,-0.01614619731903076,-0.01177989035844803,-0.0023395682871341704,-0.007913690805435181,0.007362390160560608,0.006967729926109314,0.0009818458557128906,0.0035550379753112793,0.0014576299488544464,-0.0059318907558918,0.0033997675729176354,-0.003196626901626587,-0.0012005693465471268,-0.00014197222888469695,0.0008949806395265245,0.010835495488397006,-0.010687116653688492,-0.0029937550533822802,0.005566662774895722,-0.004516237749243682,-0.0032331769221595357
PA0044,0.009042403697967528,-0.0007074689865112305,-0.008058615922927857,-3.9460062980651854e-05,-0.01584293782711029,-0.0037377429008483886,0.14207855701446534,0.005691978335380554,-0.006612181663513184,-0.004905078411102295,0.004133841991424561,-0.0024898619878859747,-0.013156087398529052,-0.0031012189388275146,0.00040707379579544065,0.0029865097753780405,0.0030918121337890625,0.013086111314835088,0.002613543511130089,-0.012962262585478009,-0.00027796232475424713,0.0016213740621294295
PA0045,-0.0008105903863906861,-0.0007548904418945312,-0.002213252484798431,0.00775719165802002,0.025638489574193953,0.06304512798786163,0.028299880027770997,0.0008391368389129638,0.0034757983684539796,-0.00025692462921142576,0.017124023586511612,-0.0172084683463687,-0.004872528910636902,-0.00820620909333229,0.0018464697897434235,0.005640745777444741,-0.010422003680262071,-0.010509362143854941,-0.018605487237056326,0.013028525518921186,-0.008969209104214074,0.005631104943209461
PA0046,-0.018442869186401367,0.004585981369018555,-0.007632200121879578,-0.0024203521013259886,0.013296771049499511,0.05745496273040771,0.0075946831703186035,0.012642276883125305,-5.3381919860839845e-06,-0.0015624934434890748,0.010589677095413207,-0.01032869399540008,-0.0010438919067382812,-0.010264178216457366,0.004675660729408265,-0.005464032753226683,0.0335078239440918,-0.004051427687368085,-0.005660783152940662,0.006127487938359099,-0.008328769566877833,0.012155717238783836
PA0047,-0.02149506688117981,-0.0022965085506439207,0.008044696450233459,-0.0009369824826717377,0.0015439903736114502,0.06075619399547577,0.017940083146095277,0.009240759015083313,0.006307833790779114,-0.0007651071250438691,-6.93552196025848e-05,-0.004490072765047588,-0.011959468126296996,-0.010824935734272003,-9.755820035934449e-05,-0.004889667648630044,0.011789276682097337,-0.005053333697780486,-0.005044901786848556,0.011259076730260309,-0.005920218409232373,0.01905663630792073
PA0048,-0.022596970796585084,0.003431720733642578,0.07175686448812485,-0.012176252156496047,-0.014667174965143203,0.0167674720287323,-0.015197510719299317,0.013012326806783676,-0.021647228002548216,0.012094065248966217,-0.006557460278272629,0.0006359777753315274,0.022096955180168153,-0.011793274283409119,-0.006355189979076386,0.00035497945608551967,-0.0036673628050705484,-0.009864873463107694,-0.019638332365037398,-0.007486395678430234,0.001423769402054121,0.01497908472083509
PA0049,0.0046928000450134275,-0.004379267692565918,0.1633143573999405,-0.0003940165042877197,-0.014519621729850768,-0.004403958320617676,-0.021931049823760988,0.010707879662513733,-0.0007323837280273438,0.022704372406005858,-0.010136588811874389,-0.0030986695062546503,-0.013636009693145752,0.010207422375679016,-0.0005712568759918213,0.005090470166550469,0.007870402829400424,0.00023601901146673386,-0.009486590447120889,0.003517195863543816,0.02294574593597988,0.01750712243041822
PA0050,-0.010467913150787354,0.00029899120330810546,0.02319167971611023,-0.010125373005867005,-0.0051187479496002195,0.01820707559585571,-0.04518519401550293,-0.01127985417842865,0.0029360055923461914,0.008850268125534057,0.017582643032073974,0.0023093223571777344,0.011231505870819091,0.013384732604026794,0.005064309537410736,0.0033834250931887282,0.00720204156020592,-0.002635402064169607,-0.009179840384181156,-0.022416114807128906,0.005422657390810408,-0.014827320618288857
PA0051,0.021275220811367034,-0.014851005673408508,0.008932659178972244,-0.0067324041575193404,0.0075439511239528655,-0.007016440033912659,-0.007330702543258667,-0.01768975391983986,-0.002868008017539978,0.010543523877859116,0.025409633964300155,-0.00034073988596598304,-0.002046833336353302,-0.012082284912467003,0.008723883032798767,-0.010459447029939633,-0.003445645858501566,-0.009279235716789,-0.011308237455438736,0.014340957380690664,0.015989265351925255,0.005986850758615349
PA0052,-0.01474591851234436,-0.00865419328212738,-0.002482479363679886,-0.005601258277893067,0.0033931705355644227,0.00846796303987503,0.0063398700952529904,0.0068320252746343615,-0.006479508280754089,-0.011880691200494765,-0.02108908459544182,0.008597313411652095,-0.0001842278242111206,-0.009837307408452034,-0.0047074204683303835,-0.00987112122712676,0.010939143854996254,-0.007372421603049001,-0.024088281223030632,-0.009804790874697128,0.0032318186647487136,0.0005594021474410381
PA0054,-0.022373876571655273,-0.005989270210266113,0.001043502688407898,0.004196235239505768,0.00691503569483757,0.0029144266247749327,-0.010261276364326477,-0.0013705742359161376,-0.0014083176851272584,0.0052254579961299895,-0.012609624713659286,-0.0069674064242650595,0.007098971605300903,0.015491400957107543,0.0036251532286405565,0.0017223551715772176,0.014493393486943739,0.0023356224260022563,-0.00012714578228634457,0.004727215699429782,-0.018398983860915562,-0.000701258225100381
PA0055,-0.003884240388870239,-0.009712505340576171,-0.00031976968050003053,-0.007727645635604859,-0.0011473464965820312,-0.007094874978065491,0.00598507285118103,0.003467005044221878,-0.0030360829830169676,-8.89807939529419e-06,-0.004869313836097717,-0.010003150455535405,-0.0017032623291015625,-0.0061466673016548155,0.0009452642500400543,-0.001063320440115388,-0.008793502018369478,0.010265046550381568,-0.004412333903357733,0.017682725528501114,-0.013136567934504096,-0.000817047365541969
PA0056,-0.0034856224060058594,-0.016829912662506104,-0.005893083810806274,0.005379007160663605,-0.0075474995374679565,3.275871276855469e-05,0.0026888132095336916,0.011691081523895263,-0.004854667186737061,0.004386471509933472,0.00340264230966568,-0.0014615285964239212,0.003671445846557617,-0.007158232927322388,-0.006763401329517364,-0.004095963596068707,-0.02409393622957427,0.00831573817037767,0.004795152845597545,0.007696220334970726,-0.0066225573701678584,-0.005034505855292082
PA0057,-0.0024458593130111694,-0.006309565305709839,0.0015638305246829986,-0.005835723876953125,0.008393653631210328,-0.0013000887632369995,0.013999185562133788,-0.010151490196585655,-0.009470381140708924,0.005782445520162582,0.008715287446975709,-0.00160366485989283,0.010852464437484742,-0.011334714740514755,-0.0008826113492250442,-0.004937820213357198,0.024237871170043945,0.008020666337782336,-0.010092496682434927,-0.020578318609381623,-0.011264531117565226,0.002139618420707328
PA0058,-0.02233049988746643,-0.012965419292449952,0.033051034212112425,-0.0053652551770210265,-0.008867303431034089,0.0016796338558197023,-0.010189268589019775,-0.0010271158814430237,0.013983628749847411,0.0026359087228775024,0.009664971828460694,0.004113280583941747,-0.0068651711940765385,0.005460579693317413,0.004687843918800354,0.008152459085602122,-0.0004830442625900795,0.008235766041663385,0.004587869333146617,-0.02108191431693311,-0.0006165020870712568,0.00824280728452972
PA0059,0.011121124029159546,-0.005552821159362793,-0.002719370722770691,0.0036382299661636354,-0.007471320927143097,-0.003031003475189209,0.0011218392848968506,0.017483890652656556,-0.004018478393554688,-0.0006121987104415893,-0.0006450191140174866,0.010232058782426138,-0.004462975263595581,-0.018681268095970153,0.003965994566679001,-0.0029609965294906775,0.015044701510462267,0.019528850432365172,0.01255196057866479,-0.00848255179963022,-0.015403597984673842,0.0014081750996410847
PA0060,-0.0008442515134811402,0.006008553504943848,-0.003380160927772522,-0.0004580058157444,0.006129873991012573,-0.0041812312602996825,-0.0003729414939880371,0.013682058900594712,-0.004968175888061524,-0.0001633980870246887,0.005165189206600189,-0.002889455310882084,-0.0019613468647003175,0.015169081240892411,-0.013387725055217743,-0.0004332108595936569,-0.0018182992935180664,0.015552468838230256,0.0011553027407201224,0.003431991586145365,0.006999552249908447,-0.0006228649123970952
PA0061,0.007301029711961746,-0.008415191769599914,0.005561154782772065,6.482109427452087e-05,0.012967750430107117,-0.009268756806850433,-0.0038275298476219176,-0.011733336076140403,0.005396375954151153,0.008677543699741363,0.0011885013431310655,-0.0006032264421856593,-0.007948349118232728,0.020501208901405336,0.008385111652314663,0.0010281114541378217,0.00206870148921835,0.0012769179959450999,0.0007637932268512803,-0.00901064248579853,-0.0018226113521827843,0.009444100732382919
