,S_mean_std,A_mean_std,count,L2_norm
0,0.003462961345784188,2.796792155045165e-05,100,0.004856463640553269
1,0.0036603108210879957,2.81330890244881e-05,100,0.004180005505370894
2,0.0035554853248985596,1.9531038058954845e-05,100,0.004546630386599739
3,0.004030976808946253,1.8376126859422935e-05,100,0.0067295505412941665
4,0.004837056267018207,4.15342238427542e-05,100,0.004672240281671939
5,0.0027285837259031736,1.2702765816398556e-05,100,0.0017740600681008596
6,0.004347479415434169,3.0550468692236176e-05,100,0.004182686844017624
7,0.001941127336357587,1.2527718137966727e-05,100,0.007019935026345449
8,0.003409037183576822,2.4483222056528478e-05,100,0.0035755917654393095
9,0.004793484677144695,2.264477595910635e-05,100,0.006507233216020342
10,0.003706655928105171,1.9481206259127327e-05,100,0.004256032029231667
11,0.0042454286624189555,2.1149691223932276e-05,100,0.005418278934671312
12,0.004390313818999165,2.775450094205956e-05,100,0.004789335877430813
13,0.004117175074448176,2.0471117955172313e-05,100,0.0026930861401537826
14,0.003928902247517364,2.2324044752972532e-05,100,0.0014151130902453697
15,0.002942994788993606,1.7354008197542905e-05,100,0.004105539075791855
16,0.003859908543944455,1.8533264374382392e-05,100,0.004948224307489239
17,0.003829853824601061,2.3387003136874002e-05,100,0.006566455934580906
18,0.002688908800531752,2.4870856598761e-05,100,0.3313527511889527
19,0.003964487491688907,2.4463270147156424e-05,100,0.0016312614921608303
20,0.003849516067070346,2.4978360632616814e-05,100,0.009288478729661348
21,0.003666168881050324,2.3898614494922764e-05,100,0.002403065823339141
22,0.0035033008605483704,2.446263697386961e-05,100,0.0028356085291715402
23,0.0037719465495154886,2.1543243607933214e-05,100,0.001049610254414136
24,0.003781316793409209,2.089930787665213e-05,76,0.0018522602024144894
25,0.0024187344130846378,1.7730873515342752e-05,100,0.002576669876505015
26,0.004124316511577906,3.059791414405455e-05,100,0.004470118550970394
27,0.0026881450244567655,1.2196880623388607e-05,100,0.0008090567004902933
28,0.0045450783899868025,2.4019203710246186e-05,100,0.00652075692819853
29,0.004291556943300512,2.0444298361786886e-05,100,0.0026115652052423107
30,0.003447149452110692,2.398295165146117e-05,100,0.004466033585860535
31,0.0021252049971939046,1.778350839607159e-05,100,0.33262657123420714
32,0.0033275018813657695,1.7344741507721888e-05,100,0.005283750266939777
33,0.0035065791619601928,1.9725879480911673e-05,100,0.007259453106425766
34,0.004529712489300405,2.191492493914006e-05,100,7.096691759020844e-05
35,0.0050554587156471115,3.2088129203955974e-05,100,0.0011418885754881179
36,0.004979421886612087,2.4099767058063284e-05,100,0.007465201023494836
37,0.004760366518882982,2.295205272933165e-05,99,0.0017480208830012159
38,0.004856347280380006,1.9938423879586715e-05,93,0.006209955445929636
39,0.004596251068936499,2.0430538465249825e-05,65,0.006660245160364499
40,0.0038036285324663617,3.4905766160773915e-05,78,0.004121539339008372
41,0.004770555528294746,2.849826323530476e-05,71,0.005010410236857963
42,0.004795007014833639,3.1860063534043644e-05,60,0.0035823319466364648
43,0.004803853764973092,2.0420624860243884e-05,51,0.003639720242734329
44,0.004961572869428225,3.220938719002785e-05,63,0.0012396260760639745
45,0.00438785168012328,3.214220488772162e-05,56,0.0011635593917981065
46,0.004867561984556426,2.3405904916479132e-05,51,0.0015757222038037689
