Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
PA0001,-0.0012052828073501587,7.885694503783833e-07,0.0016112464666366577,0.002362174466252327,0.0026889854669570924,-0.0003715655580163002,-0.004556552767753601,-0.002527316175401211,-0.0010301899909973145,-0.008971240785386827,-0.0007516074180603027,0.0032027557492256163,-0.0003680567583069205,-0.006445706807650053,0.0037484220836473546,-0.0007105272263288498,-0.0075908353924751286,0.010434022971561976,-0.001854435993461973,-0.0018117427825927734,-0.00522653589543608,-0.003282544704583975,-0.004565795262654622,0.015940950635601494
PA0002,-0.0016524410247802735,-4.383862018585202e-05,0.001732320189476013,0.0019379133731126784,0.0035960137844085692,-0.004847015291452408,0.0006006479263305664,0.0037238620966672897,-0.0037874722480773925,0.0024985478381917936,-0.001069238781929016,-7.847487926483152e-05,0.0002598745538853109,-0.004518974744356596,0.0037495796231256013,0.0015527190268039704,0.0028721848130226135,0.0040822454861232215,-0.006424422738038831,0.003286034972579391,-0.009569013856120944,-0.00973758789209219,-0.0005218823750813802,0.013088332379565519
PA0003,-0.004020812511444091,0.0033832240104675294,-0.0016247415542602539,0.00011613786220550537,0.0017479526996612548,0.001304682344198227,-0.0013674235343933106,-0.003895427882671356,-0.0018120050430297852,0.009817001795527911,0.0029488205909729004,0.0021428143978118896,-0.0011920755356550218,0.003013493464543269,-0.004460770150889521,0.002827945053577423,-0.015319737195968628,0.0070634399141584125,-0.00583853582955069,-0.0027255305537471066,-0.0016031388154963857,-0.004536697497734657,-0.0007739294142950149,0.007304076470580755
PA0004,-0.0023898035287857056,0.00440529465675354,-0.0006440261006355286,0.00016179952770471574,0.005205293148756027,-0.0008014355227351188,-0.0007961340248584748,0.0016142972372472286,0.0029673999547958374,8.680001653806174e-06,-0.005110394954681396,0.004026461839675904,-0.00460047647706233,-0.002339456631587102,0.0036714120187621184,0.005212175808846951,-0.006130099147558212,0.005902588367462158,-0.004845625707983143,-0.002442549776147913,0.0067373744605742775,0.0021008350528203524,-0.001405114219302223,0.010636702691223108
PA0005,0.0004888454079627991,-0.0003618517518043518,-0.010751217007637023,-0.0021803732961416245,-0.004671816825866699,-0.00011783370748162269,-0.006492650061845779,0.009698431361466647,-0.009593741297721862,-0.0013799120982487996,-0.004184537231922149,-0.0018151061236858369,-0.004725327218184247,-0.0038859780018146222,-0.00014917574067046678,0.003541920781135559,-0.0003606383502483368,0.009783872536250524,-0.003685776021383289,0.004596533598723235,-0.005470434107731298,-0.007340918366725628,-0.00044419879005068826,-0.0042356235139510215
PA0006,0.01177621603012085,0.007072563171386719,-0.0011745476722717285,0.007199098467826843,-0.004522595405578613,0.0021710193157196047,-0.005572918653488159,0.0027847248315811157,-0.0020479774475097657,0.001519120100772742,-0.003427000045776367,-0.011344501972198487,0.005912043219432235,0.006289907602163461,-0.007205555404441944,-0.004777985811233521,-0.0005499672889709473,0.005076731954302106,0.0002802457246515486,0.001861289695457176,0.004009030528904237,0.006103167167076698,-0.00328736078171503,0.009318994540794222
PA0007,0.00048518538475036623,-0.00157606840133667,-0.007624540328979492,0.030476547181606292,-0.00040269970893859865,-0.00015077844262123107,-0.010430123805999756,0.020180048570036888,-0.002197704315185547,-0.009473484573942242,0.001992008686065674,-0.00574750155210495,0.011276036980561913,0.005392122268676758,-0.0018244152483732803,-0.0016006708145141601,-0.007727505564689636,-0.004398328917367118,-0.003999108280469146,-0.0049813058641221784,0.0009355428292579257,-0.0021944366968595064,0.004829483940487816,0.00396661548053517
PA0008,0.003371912240982056,-0.002024869918823242,0.008072588443756103,-0.001991426646709442,0.004996554255485535,-0.004103751257061959,-0.006862366199493408,0.0025382117182016373,-0.0007371163368225098,0.0022016817873174496,0.0010982263088226319,-0.006728395223617554,0.00526111351326108,-0.007367933713472806,-0.009918696638466656,0.006231184005737305,0.005078091621398926,0.009147192750658308,-0.007046393894900878,0.003052093364574291,-0.0027794456973518292,-0.0004854293969961313,-0.00627220698765346,0.0031350208263771205
PA0009,0.002688758373260498,-0.0026826679706573485,0.0015164017677307129,-0.0010044677555561066,-0.0018280953168869018,-0.013457459583878516,-0.0009437334537506103,-0.0005980130285024643,-0.0047495365142822266,-0.0013767149713304308,-0.0017744433879852296,-0.0014828062057495118,0.0034788759239017964,-0.005256946270282452,0.004742439242376798,0.004619594812393189,0.0016227185726165772,0.001474414552961077,0.0010975763305193847,0.0016787317064073351,0.00581693772188167,-0.004272261491188636,-0.006500916253952753,0.01318208142822864
PA0010,0.014729081988334655,-0.006517488360404968,-0.008270989060401917,-0.0023073045909404754,-0.001774367094039917,-0.010582546405494213,0.0042361155152320865,0.0007920090109109878,0.003888497352600098,-0.002791593171129323,0.0054861468076705935,-0.009207611083984374,-8.236488094553355e-05,-0.0038301963072556715,-0.002405377401821855,-0.004250627607107162,0.0011179709434509277,0.006437327180589948,0.010339683891894916,-0.005967934926350911,-0.007585117497394995,-0.00786312841452085,-0.005150204613095238,0.001508009200002633
