Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
PA0001,-0.009080008198233212,0.0013168245553970338,-0.00017620995640754702,0.0025202825665473936,-0.00259067565202713,-0.007926533818244935,0.003737791379292806,0.0031632140278816225,-0.0027402693575078792,-0.0012386399507522583,0.00028040409088134763,-0.0023485618829727174,0.001945957009281431,-0.000127716064453125,0.003302616784349084,-0.004924936890602112,-0.0008824622631072998,-0.00044798344373703003,0.012478871477974786,-0.006155107535567938,0.0025673543705659755,-0.012133779095821693,-0.0007050600918856534,-0.0012302830301482103
PA0002,0.0008277731783249799,0.0008373010158538818,-0.0050835759937763215,0.0028006500005722046,0.003485287129878998,0.001980101615190506,0.00456974983215332,0.00391241192817688,0.0010729854757135565,-0.0006544303894042969,0.000748850554227829,-0.0040738189220428465,-0.0015851764806679317,0.0015464863181114197,4.6651223674416544e-05,-2.1949410438537608e-05,-0.0014056670665740967,-0.0001476764678955078,0.011043664481904771,-0.0010588776831533394,0.0055791157133439,-0.004458410818068708,-0.009911818937821821,-0.00639545095377955
PA0003,0.008712123422061695,-0.0019613468647003175,0.0014975252747535706,0.0005369961261749267,-0.004055941700935364,-0.015882457494735717,-0.0041393788655598954,0.002004666328430176,-0.0037050377238880506,0.0031696546077728273,-0.0012336999177932739,-0.002129800319671631,-0.0027090481349400113,0.0031946003437042236,0.002511899396777153,-0.0010047268867492676,-0.0035050535202026368,0.003352220058441162,0.0057473646269904245,-0.0019683463900697,-0.008858147789450252,-0.003010874888936027,0.002304198525168679,-0.0017435756222955112
PA0004,-0.0005538204137016745,-0.0006624671816825866,-0.000851762555539608,-0.0003652217984199524,0.0012769474089145661,-0.005829201936721802,0.002646295229593913,0.004993437528610229,-0.0023412444374778054,0.003604012727737427,-0.0053090469539165495,0.002677088379859924,-0.0020965803414583206,0.005561801046133042,0.003894918691366911,-0.0005112463235855103,-0.003188014030456543,-0.006017115116119385,0.008403355048762428,-0.00905780698738846,-0.0080085690407192,-0.012247300538860384,0.010241455381566828,-0.0033478562174172237
PA0005,-0.0019596373333650476,-0.010041300058364868,0.000584498830139637,-0.0025633032619953155,0.010152641981840134,-0.00032010354101657867,-0.00048082828521728516,-0.004937991499900818,0.0007645292715592818,0.00032047122716903685,-0.004490092843770981,-0.010156318843364716,-0.00259108016533511,0.0036414702236652373,-0.002035832810215652,-0.007256945371627807,0.0015813404321670533,-0.0036733120679855345,-0.004363464812437694,0.0046920682869705495,-0.008316797368666706,-0.0075028631530824254,-0.00966595086184415,-0.0075412885896090805
PA0006,0.00042756164775175205,-0.0011982882022857665,0.001388125717639923,0.007598932385444641,0.0026070815324783325,-0.0008792555332183837,-0.006940402984619141,-0.004667133092880249,-0.0004838986830277876,0.006760004758834839,0.005718488097190857,-0.00142747163772583,0.0014356034142630441,-0.004042177200317383,-0.011182844676077365,-0.005216588973999023,0.011705343723297118,-0.002480912208557129,0.007971439096662734,-0.0015622307272518381,-0.0005694680354174445,-0.007818186869386767,0.003634071350097656,0.003534185475316541
PA0007,-0.007729009319754208,-0.008035876154899597,-0.00016239650547504426,0.03017977684736252,0.020920644402503966,-0.007497229874134064,-0.0018291505177815755,-0.00023284673690795898,0.0016264200210571289,-0.0008805567026138306,0.011726267039775848,-0.002006549835205078,-0.00793601040329252,-0.0028448754549026487,-0.006418207352980971,-0.010648030042648315,5.1927566528320315e-05,0.0017247861623764038,0.004461045066515605,-0.004157440335142846,-0.005311942275832681,-0.011414766311645508,0.0012071652845902876,-0.0001208453342832368
PA0008,0.0012621353654300466,0.008519872426986694,-0.0045324935019016264,-0.0020853421092033387,0.0023768603801727294,0.005077857971191407,-0.009740454355875651,0.0042711663246154784,-0.003964985500682484,-0.0034548276662826538,0.004526467621326446,-0.0010943341255187989,-0.0005377765212740217,0.007622615396976471,-0.006515349075198173,-0.006217890977859497,0.0036051630973815917,0.0012756776809692383,0.004247758123609755,-0.006144467522116268,0.012921966174069573,-0.004197179294023357,-0.0044304847717285155,-0.008896280979288036
PA0009,-0.0024233088773839614,0.0016543376445770264,-0.0137476447224617,-0.0006332388520240784,-0.0006848576664924621,0.0013379761576652527,0.004874566396077474,-0.00223435640335083,-0.008052765239368785,-0.0032882457971572876,0.003066219389438629,-0.004714885950088501,0.008253245481422969,0.0052316045761108395,-0.0012382720038294792,-0.0011920857429504395,0.0023750126361846923,-0.0013330554962158203,0.012244035800298056,0.0003715402939740349,-0.0016541761510512408,-0.006906970602567079,0.006849757107821377,-0.009722726098422346
PA0010,-0.0029892963521620805,-0.006921188235282898,-0.011825577095150948,-0.0029001721739768983,0.001067359149456024,0.0008319081366062165,-0.002392762502034505,-0.0023321521282196043,-0.00026908571069890805,-0.006447147727012634,0.0009265750646591187,0.003929507732391357,0.007942333817481995,-0.0038381320238113402,-0.009739226810634136,0.00422181785106659,0.014449357986450195,0.005049009919166565,0.002122269736395942,-0.004393110088273591,-0.005225530442069559,0.000789573935211682,-0.012344607439908114,-0.01038805369673104
