Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
PA0001,-0.003544300813227892,-0.0006596909463405609,0.0027090072631835937,-0.0047620949428528545,-0.0003157563507556915,0.002064030170440674,-0.0073758546383150166,-0.0019769692420959473,-0.001812291368842125,0.002917856574058533,-0.005967525641123453,-0.0009274590015411377,0.000893505163563108,-0.0010373938083648683,-0.008890605982272856,-0.0008669969439506531,-0.00119105025249369,-0.005227166956121272,-0.008963859442508581,-0.0015907427296042442,-0.007744981050491333,-0.004905109222118671,0.003076838122473823,-0.0008370128332399854,-0.00118864283842199,0.0179649072770889
PA0002,0.0029908824898302556,-0.00043584980070590965,0.001536482572555542,0.00037178797647356986,0.001439928039908409,0.0026037609577178955,0.0008897295882624965,-0.0039033961296081545,-0.001381804756820202,0.0014428025484085082,-0.005817842483520508,-0.005387135744094849,0.00197120198925722,0.0011692976951599122,-0.009886412370589471,-0.0006391814351081848,0.0003026662503971773,0.0017477685754949397,0.0030436250898573133,-0.010143559137038115,0.0028137946128845214,-0.001979633019520686,-0.0007545418209499783,0.0030227814819298537,-0.00968748506377725,0.007715273935061235
PA0003,-0.004257622957229614,0.003147757649421692,-0.0007276344299316406,-0.0017364373803138732,-0.001063508689403534,0.001069258451461792,-0.0014108678986949304,-0.002332115173339844,-0.00402205228805542,-0.00032481729984283446,-0.0028998533884684245,0.0011019182205200195,0.001291600245873905,0.0028720951080322267,-0.004972617472371747,0.0025177609920501707,0.0008219305206747616,-0.010694078965620562,0.010044805931322502,-0.0099315094793665,-0.015180845260620118,-0.00014403233161339394,-0.0039438848142270685,-0.002122999990687651,-0.0032669703165690103,-0.003623343431032621
PA0004,0.000496059600263834,0.003671639561653137,9.172141551971435e-05,-0.00030343282967805864,-0.004969773627817631,0.005080796778202057,-0.00285802312916325,0.0026076257228851317,-0.0023509027995169164,-0.000333205908536911,0.005352969964345296,-0.001110665202140808,0.003015241287286999,0.005239527225494384,0.0025559460684176413,-0.005075192451477051,-0.0005443486220696393,-0.0010525746779008346,-0.0005492285044506343,0.0014239231381436874,-0.00578454852104187,-0.002992831743680514,-0.0017652644051445855,-0.0026502466084910373,0.001311093860981511,-0.002453770488500595
PA0005,0.009788562329486012,-0.00023462012410163882,-0.011056818962097169,-0.0068676149379462,-0.004126023724675179,-0.004144056141376496,-0.005883365629180785,-0.010248677730560303,0.00039618421345949173,-0.0017820045351982117,-0.004207680622736613,-1.5336275100707921e-06,0.0015994232256435655,0.0030113381147384645,-0.0003872631538298822,-0.003650929480791092,-0.00040035826318404256,0.006053235314109109,4.966210837316033e-05,0.007236837377322131,-0.0002935153245925903,-0.001333668828010559,-0.0030705564551883275,0.0034706736458282846,-0.006699600932644862,-0.005156416159409743
PA0006,0.002432677149772644,0.00754252165555954,-0.0002894878387451172,-0.0057731282338500025,0.0055763921141624454,-0.004571034908294678,0.011891979844339432,-0.0017954158782958985,0.012057166695594788,0.007078005671501159,0.0019670804341634113,0.0017052221298217774,0.0004603584993232801,-0.004380035400390625,0.0027344005723153393,-0.0031094789505004884,-0.011680294485653149,-0.007638419758189808,0.0008036440069025213,-0.006409599670562251,-0.001028885841369629,-0.001347789397606483,0.0012802282969156902,0.0013397429503646551,0.005611641734254127,-0.010576890065119816
PA0007,0.020880856737494468,-0.0013277526944875718,-0.008097593784332275,-0.009771319534629584,0.011796508878469468,-0.00035214006900787355,0.006637336505997566,-0.0012804222106933593,0.00034074023365974424,0.030497683584690093,-0.004433353741963704,-0.0006521761417388916,0.001619881217919507,-0.0016763269901275634,0.0006346380518328759,0.0014682292938232421,-0.004553224234020009,-0.0014840126037597655,-0.010237855140608971,-0.0037673365260506497,-0.007401741743087768,0.0068468359800485466,-0.006337139341566298,-0.0051559709450777836,-0.0032197026645436008,-0.007301386732321519
PA0008,0.0016211691685020923,-0.0019825009256601335,0.008203806877136231,-0.006517046168446541,0.004787124395370483,0.0055352187156677245,0.00730677790218784,-0.0010384821891784668,0.0038994626328349115,-0.0022108983993530274,0.008144418398539225,-0.003866852521896362,-0.00024221649447691093,0.006830441951751709,-0.0016457611514676,0.0015521907806396484,-0.008233622593038222,-0.004688709432428533,0.002219303689821802,0.010559938751674932,0.0045131492614746095,-0.007300248512854943,-0.002048669037995515,0.0019921005940904805,-0.0017033686824873382,0.005973956332756923
PA0009,-0.0010086608678102494,-0.0028422433137893677,0.0017925763130187988,-0.00040583904832601546,0.0032975369691848754,-0.0024857789278030394,0.006494970571610236,-0.004746232032775879,0.002862188220024109,-0.0014089855551719665,0.006344215075174967,-0.014212828874588013,0.0025938685657908617,0.004564323425292969,0.004806136412005271,-0.000770455002784729,-0.002312844290452845,0.0023160977797074753,-0.0011004775461524424,0.0044509779404977275,0.002091195583343506,-0.006632405977982741,0.009914989824648257,0.0013999947730232688,-0.005810917592516132,-0.0018383533908770634
PA0010,0.0002723202109336853,-0.006313162967562676,-0.008593924045562744,0.004317798260599375,-0.0004512351751327515,-0.0004607313871383667,0.0032205432653427124,0.0033672285079956055,0.014604273177683353,-0.0010047274827957153,0.005271820227305094,-0.010276303291320801,-0.001072643451320315,-0.00445054292678833,-0.0038089079241598804,0.006747270822525024,-0.011341736597173354,0.010404159805991433,-0.0015796796239987768,0.007225319149036859,0.0016090750694274902,-0.004076898097991943,0.008508788214789497,-0.0065226531496234965,-0.007824918803046732,6.730396013993482e-05
PA0011,0.004216868467628956,0.002637820094823837,-0.002622666358947754,-0.0043198237195611,0.008109797835350036,-0.004902956485748291,0.004368350390465029,-0.006881313323974609,0.00023569129407405854,-0.0023145848512649537,-0.0037467241287231444,0.004881141185760498,0.0004616686441365955,0.005408079624176026,-0.01610478662675427,-0.004382754564285278,-0.0030192802934085623,-0.005222658677534624,-0.00036966921103121056,-0.008756420382394874,-0.0012015461921691894,0.000743558773627648,-0.007773708414148401,-0.003091807166735331,0.0014071815154131722,0.004721532647426312
PA0012,0.005853026062250137,0.0015754178166389465,0.0014079093933105468,-0.015058454722166062,0.008385107517242432,-0.001457662582397461,0.00922878134635187,-0.002356081008911133,-0.0062414598464965824,0.006236447095870972,0.005390357971191406,-0.009741806983947754,0.0014732763605210387,0.002119588851928711,0.0012279796984887893,-0.0028672540187835694,0.008538367117152494,0.005669671838933772,0.0019099688289141415,-0.0063953887157399076,-0.00048821449279785157,-0.0018003353705772986,-0.014656737998679833,-0.0006319506495606666,-0.0077765619053560145,0.0011432262567373423
PA0013,0.006846854649484158,-0.005793896839022637,0.0023107528686523438,-0.0024276682920753956,-0.0035581032931804655,-0.004857718348503113,0.0037507056709258787,-0.005484399795532227,-0.0026529028639197347,-0.0010962289571762084,0.005544873078664144,-0.012115190029144287,-0.0005252592771956065,0.003921396732330322,-0.0035693272948265076,-0.006216951906681061,0.005340733072336982,-0.002153223211115057,0.004070770860922457,0.012773596183878595,-0.0018325638771057129,-0.005761623382568359,0.004104583351700394,-0.008880980897183512,-0.007718429261562871,0.0022741900040553166
PA0014,-0.006997874807566405,0.015029909387230873,-0.00035005569458007813,-0.025537750832736492,0.008927049413323403,-0.0029777440428733824,-0.003963293567780525,0.00260480523109436,-0.005294813476502895,-0.0012030819058418275,0.02175527811050415,-0.0014655131101608276,0.0005452045537893054,0.0006431818008422851,-0.013085069915940684,0.008382298648357392,0.01602134371505064,-0.004804827950217507,0.0050846133569274286,-0.013858991450276869,-0.0036012756824493407,0.006289832867108858,0.00017932830033478913,-0.004243065621338638,-0.004339167884751863,-0.020215966667120274
PA0015,-0.0034402315551415085,-0.0002194638177752495,-0.004807724952697754,0.0079113246826455,0.007593737915158272,-0.0026025670766830445,0.011846640718079383,0.00878292739391327,-0.012498688781633974,0.00028265714645385747,0.0007693658272425334,-0.010726344883441924,0.0007369166728362297,0.0032673543691635132,0.0053845427690013764,0.0024416737258434297,-0.013347323545638253,-0.004425023902546276,-0.0015665918889671865,0.002527753878705974,-0.016877286434173584,-0.006435474524131188,0.003990943785066958,0.005696553152565863,-0.0027179729704763377,0.010691545903682709
PA0016,-0.006139379488304258,-0.005276831164956093,-0.00042418718338012697,-0.00655075965449214,-0.0014565399289131165,0.00033306986093521116,0.000992389335747688,-0.0018555784225463866,-0.0024973149225115776,0.005732645094394684,0.0022974570592244467,0.002022693157196045,-0.0015994891958329284,0.0062857413291931155,0.0007067180929645415,0.0020706120133399965,-0.018300489906002495,-0.004801875894719904,0.0029644737339983083,0.006069110208672696,-0.002022196054458618,-0.005148202180862427,-0.011163122124142118,-0.0016008676851496978,-0.0025851913526946423,0.004142700479580806
PA0017,-0.005130383856594562,0.001054324135184288,0.0005378973484039307,-0.009789259564131498,0.0016053467243909835,0.005626101791858673,-0.002968432201493171,0.005084187984466553,-0.005390772260725498,0.0019082263112068175,0.0052499492963155115,-0.002369363307952881,6.38982045997694e-05,-0.003274543285369873,0.013788764034548113,0.003323890268802643,-0.01548914348377901,-0.006515812873840332,-0.0019239969927855212,-0.000851383882349935,0.0035079300403594972,-0.005694685073999258,0.0022450862107453525,-0.0030962538485433543,-0.0038618322680978212,-0.010129516514448019
PA0018,-0.009259233828634023,-0.003074466213583946,0.005210877656936646,-0.007036020755767822,-0.007997862324118614,0.006012872755527496,0.0063061652885329335,0.0074834167957305905,0.007337778583168983,0.00909520998597145,0.005601990222930908,-0.001019507646560669,0.002660429014742953,0.009221725463867188,0.00784504581843653,0.0027948060631752016,0.004692701294141657,-0.007111867991360751,-0.0062476011237712825,-0.009526649779029962,0.0007681679725646972,-0.003978062134522658,-0.0016969972186618382,-0.003458286909496083,-0.014542404343100154,-0.0254580438710176
PA0019,0.00841482674703002,0.002829224988818169,0.007648460865020752,-0.007260878514498473,-0.008093501329421998,-0.0021111524105072023,0.0014382242675750486,-0.007625789642333985,0.0027246159687638284,-0.00025439053773880006,-0.004160730044047037,0.005430505275726318,0.00141653389606661,0.002714707851409912,-0.0020115558178194107,0.0029885536432266236,0.0051449326907887175,0.007016433369029652,0.004314384075126263,-0.015869135037064552,-0.01326756477355957,-0.005894349171565129,0.009170956081814237,0.005797546868230782,-0.0013841086742924708,0.0012222528457641602
PA0020,0.0032033479074016213,0.0008835050836205482,-0.00870834618806839,0.0013405874953605235,0.005390029381960631,0.002737431675195694,-0.00444353251687942,-0.008324625492095948,0.007759424261748791,-0.005813364274799824,-0.006364202499389649,0.007062929272651672,0.002109089812028755,-0.002922530174255371,0.005236335218914093,-0.002294081598520279,-0.009063470013001385,0.00998093377460133,0.0036374776050297902,0.0036187301438044884,0.005483428239822388,-0.006690229360873883,-0.0086566678903721,-0.000719484599197612,0.008262910094915652,-0.00431485753506422
PA0021,-0.01145001120865345,-0.0012090170383453368,-0.006208834648132325,-0.006233943402767181,-0.01678221508860588,0.009720907807350158,-0.02377264153572821,-0.010270528793334961,-0.004667640030384064,0.0027462705969810487,0.0017668644587198893,-0.00781766653060913,-0.0008694373288200897,-0.0033959007263183595,-0.0009233547795203424,-0.010675920248031616,-0.008424792219610774,0.012181021950461647,-0.0008487292010374743,0.0026620009528665707,0.01882977247238159,3.212690353393555e-05,0.004435380299886067,-0.003709116402794333,-0.00717075782663682,0.007041724828573374
PA0022,0.005608251867815852,-0.0033197904005646704,0.0010422396659851075,0.0012240500142797828,-0.007874753437936305,-0.010283710211515426,0.0020479845303681588,0.004764066338539124,0.004406652050092817,-0.007630264237523079,-0.011203740040461223,0.001807955801486969,-3.451875691274988e-05,0.0010924136638641357,0.0041693229108087475,0.00030282527208328245,-0.00025520780507256,0.002470815181732178,-0.0006218998119084522,0.0032538764724700615,0.0018357151746749877,-0.009159999398084788,0.0044073087197762945,0.0023857677245841306,0.005352414706174065,0.0025537912375651873
PA0023,-0.002696424946188927,0.0020345011353492736,-0.0021211576461791994,-0.0116789560765028,-0.0008251535892486573,-0.002481045722961426,0.006085644806585004,0.0036281013488769533,0.0003515027463436127,-0.013451645374298096,-0.0034280618031819663,0.0062837982177734375,-0.001252304003076646,0.00514035701751709,0.0013598809319157754,-0.003468031883239746,-0.007168633096358355,0.005629842931574041,0.0006525540592694524,0.002539697328004344,-0.004139328002929687,0.00399168638082651,-0.016094092969541198,-0.002531037611119887,-0.0022853986889708276,0.006779485023938692
PA0024,-0.0052956859394907956,-0.007915188521146775,-0.0009372091293334961,-0.008090997524559497,-0.004464241415262222,0.0002000182867050171,0.005065881917553563,0.0360554838180542,0.00837827019393444,5.004942417144776e-05,-0.011346232891082764,0.012546670436859132,0.0042504714530648535,0.014642319679260253,0.0017616969923819265,0.00657727837562561,-0.0003800620050991283,-0.007095909118652344,0.0030901841442994397,-0.011682328093668511,-0.0015074789524078369,-0.012173891067504883,0.008669080557646576,-0.006397658119014665,0.0075021023843802655,-0.004762598528311803
PA0025,0.012448446941561997,-0.0053795621544122695,-0.003250274658203125,-0.005103652542456985,-0.004064902774989605,0.012334593385457993,0.002163398590299391,0.016973296403884886,0.005695982193574309,-0.0037010464817285537,0.011778538425763449,0.007320882678031921,0.0016904863917711868,0.008566920161247254,-0.003030356139905991,2.1963492035865827e-05,-0.005473338724935756,0.008978642116893422,-0.008123831014440518,0.0021373187231927596,-0.002957688868045807,-0.008890706759232741,0.006606603662172954,-0.002596609330936974,0.016631552255621143,-0.0032371324128829516
PA0026,-0.011201304588466883,-0.004112919792532921,0.0017977595329284669,-0.005920328013598919,-0.0023540274798870085,0.010209560096263885,0.002616488164471042,0.0069252848625183105,0.007414909303188324,0.0011434605717658996,0.007797273000081381,-0.0017454606294631959,-0.00034963505939372534,-0.0025595128536224365,0.0022200930022424265,-0.003072167634963989,0.0006291840006323422,0.0032971317117864436,0.007799430326981978,0.026258294085233377,-0.011415330171585083,0.005221907909099872,-0.0029266542858547634,-0.020236863663383557,-0.01350962239153245,-0.0027667966026526233
