	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX7058500	34597955	26987282	15555	1133446	0	0	0	0	0	0	0	0	0	4547263	1888374	26035	78.00253512	34597955	33464509	96.72	1133446	3.28	SRX7058500_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34597955	0	20-151	61	10.00054359	138.1045907	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	34613830	19333785	34613830	5226688330	8809125	4776915046	8.605320532			0.538	0.4243	0.0377
SRX7058501	34793490	27092363	15334	1194956	0	0	0	0	0	0	0	0	0	4571174	1893401	26262	77.86618416	34793490	33598534	96.57	1194956	3.43	SRX7058501_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34793490	0	20-151	61	10.11608157	138.076701	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	34809434	19462424	34809434	5256224534	8814172	4802946955	8.623634247			0.5391	0.4222	0.0387
SRX7058502	33078699	24339372	15408	1671492	0	0	0	0	0	0	0	0	0	5432718	1600388	19321	73.58019733	33078699	31407207	94.95	1671492	5.05	SRX7058502_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33078699	0	20-151	61	9.708360846	141.8623317	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	33102926	15696489	33102926	4998541826	9361955	4691404468	6.144539121			0.5322	0.4335	0.0342
SRX7058503	33223977	24400904	15707	1731827	0	0	0	0	0	0	0	0	0	5449795	1606391	19353	73.44365787	33223977	31492150	94.79	1731827	5.21	SRX7058503_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33223977	0	20-151	61	9.77438663	141.8291205	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	33248427	15778800	33248427	5020512477	9414614	4710898746	6.166974635			0.5338	0.4328	0.0333
SRX7058504	33654585	25811960	129762	1907764	0	0	0	0	0	0	0	0	0	4146650	1636024	22425	76.69671161	33654585	31746821	94.33	1907764	5.67	SRX7058504_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33654585	0	20-151	61	11.64809579	136.192852	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	33698027	19092613	33698027	5088402077	14943723	4582536002	9.941550753			0.5526	0.4111	0.0364
SRX7058505	28547652	20511476	20923	1393054	0	0	0	0	0	0	0	0	0	4857150	1740349	24700	71.8499581	28547652	27154598	95.12	1393054	4.88	SRX7058505_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28547652	0	20-151	61	11.64039674	128.3498882	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	28580100	20233071	28580100	4315595100	15907192	3663186033	15.11747631			0.5343	0.4248	0.0408
SRX7058506	28733381	20607751	21362	1448380	0	0	0	0	0	0	0	0	0	4880318	1750184	25386	71.72059216	28733381	27285001	94.96	1448380	5.04	SRX7058506_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28733381	0	20-151	61	11.73111456	128.3055212	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	28766349	20370513	28766349	4343718699	16174201	3685734720	15.14794177			0.5338	0.4263	0.0399
SRX7058507	41415951	29078004	105600	1604493	0	0	0	0	0	0	0	0	0	7579113	3006821	41920	70.20967356	41415951	39811458	96.13	1604493	3.87	SRX7058507_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41415951	0	20-151	60	9.686775805	131.7906829	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	41477076	27457202	41477076	6263038476	19719620	5457287768	12.86517257			0.5318	0.4197	0.0485
SRX7058508	41716144	29241035	107159	1679303	0	0	0	0	0	0	0	0	0	7617468	3029340	41839	70.09524898	41716144	40036841	95.97	1679303	4.03	SRX7058508_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41716144	0	20-151	60	9.670124076	131.7420986	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	41777762	27676867	41777762	6308442062	20081929	5494812604	12.89747056			0.5326	0.4191	0.0483
SRX7058509	33829667	25907827	131408	1967263	0	0	0	0	0	0	0	0	0	4158164	1642376	22629	76.58315703	33829667	31862404	94.18	1967263	5.82	SRX7058509_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33829667	0	20-151	61	11.64700554	136.1490994	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	33874236	19216419	33874236	5115009636	15155119	4604913099	9.972543031			0.5501	0.4133	0.0366
SRX7058510	29832432	21560724	225356	2240546	0	0	0	0	0	0	0	0	0	4209250	1578517	18039	72.27276677	29832432	27591886	92.49	2240546	7.51	SRX7058510_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29832432	0	20-151	60	12.43629922	131.1961931	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	29875223	20167288	29875223	4511158673	15184481	3913027170	13.25893293			0.5646	0.3998	0.0355
SRX7058511	30055642	21696064	226742	2301455	0	0	0	0	0	0	0	0	0	4227221	1585787	18373	72.18632695	30055642	27754187	92.34	2301455	7.66	SRX7058511_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30055642	0	20-151	60	12.33218049	131.166317	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	30099167	20326728	30099167	4544974217	15428740	3941390942	13.2802354			0.5672	0.3969	0.0359
SRX7058512	36771251	25429030	728558	1650817	0	0	0	0	0	0	0	0	0	7253379	1685992	23475	69.15465019	36771251	35120434	95.51	1650817	4.49	SRX7058512_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36771251	0	20-151	60	10.15115677	134.4702075	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	37079198	20926590	37079198	5598958898	42904535	4943976362	11.69829156			0.5407	0.4151	0.0442
SRX7058513	37035364	25568330	735480	1719417	0	0	0	0	0	0	0	0	0	7287673	1700556	23908	69.03760957	37035364	35315947	95.36	1719417	4.64	SRX7058513_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37035364	0	20-151	60	10.25900212	134.4153748	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	37348291	21100852	37348291	5639591941	43953411	4977429376	11.74132051			0.5383	0.4179	0.0437
SRX7058514	29449693	21193341	21135	1391876	0	0	0	0	0	0	0	0	0	5176521	1642912	23908	71.96455664	29449693	28057817	95.27	1391876	4.73	SRX7058514_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29449693	0	20-151	61	10.7137532	134.3026468	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	29487047	18429483	29487047	4452544097	13258093	3954037029	11.19600519			0.5464	0.413	0.0406
SRX7058515	29620345	21279222	21215	1446111	0	0	0	0	0	0	0	0	0	5200091	1649685	24021	71.83988573	29620345	28174234	95.12	1446111	4.88	SRX7058515_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29620345	0	20-151	61	10.72714601	134.2543815	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	29658240	18554733	29658240	4478394240	13446729	3975496998	11.22940981			0.5458	0.4143	0.0398
SRX7113189	8527482	5218231	2298	737555	0	0	0	0	1493	0	0	0	0	2341107	215167	11631	61.19310483	8527482	7789927	91.35	737555	8.65	SRX7113189_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8527482	0	20-150	62	32.163589	148.9124521	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8528665	2566415	8528665	1279299750	925462	1272031230	0.568163951	0.1737	0.2954	0.531		
SRX7113190	9972974	5644064	1334	1458013	0	0	0	0	3384	0	0	0	0	2594618	250608	20953	56.59358984	9972974	8514961	85.38	1458013	14.62	SRX7113190_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9972974	0	20-150	60	30.46788121	148.7946366	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	9974120	2397155	9974120	1496118000	844954	1489780784	0.423577285	0.1391	0.3586	0.5022		
SRX7442751	9348350	784352	1182539	6869200	0	0	0	0	0	0	0	0	0	461950	49820	489	8.39027208	9348350	2479150	26.52	6869200	73.48	SRX7442751_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9348350	0	20-101	55	12.62414362	97.26694272	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	9350590	3909965	9350590	944409590	849734	915850380	3.024027954			0.7109	0.0622	0.2269
SRX7442752	10104599	2416646	1278140	5478737	0	0	0	0	0	0	0	0	0	786717	142754	1605	23.91629792	10104599	4625862	45.78	5478737	54.22	SRX7442752_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10104599	0	20-101	56	19.46389659	97.49512059	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	10107716	3939559	10107716	1020879316	955019	992398391	2.789842497			0.6494	0.0664	0.2842
SRX7442753	9314706	2243896	1334189	4860916	0	0	0	0	0	0	0	0	0	741615	132711	1379	24.08982098	9314706	4453790	47.81	4860916	52.19	SRX7442753_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9314706	0	20-101	56	19.43895414	97.04807452	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	9317556	3794549	9317556	941073156	848263	910601362	3.237983552			0.6651	0.066	0.2689
SRX7442754	9512317	2891302	1128683	4064557	0	0	0	0	0	0	0	0	0	1247791	178442	1542	30.39534952	9512317	5447760	57.27	4064557	42.73	SRX7442754_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9512317	0	20-101	58	25.48709075	97.85420944	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	9515522	3498113	9515522	961067722	953875	937761980	2.424984365			0.6085	0.1053	0.2862
SRX7442755	9390121	3906450	940068	2651057	0	0	0	0	0	0	0	0	0	1646257	243947	2342	41.60170034	9390121	6739064	71.77	2651057	28.23	SRX7442755_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9390121	0	20-101	60	31.9290386	96.53967207	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	9394388	3767958	9394388	948833188	948773	913295656	3.745393021			0.5939	0.1158	0.2903
SRX7442756	8245136	1649217	907738	4900406	0	0	0	0	0	0	0	0	0	698410	88222	1143	20.00230196	8245136	3344730	40.57	4900406	59.43	SRX7442756_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8245136	0	20-101	56	20.11286504	96.96214762	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	8248085	3418754	8248085	833056585	797864	805305381	3.331250782			0.6225	0.0824	0.2951
SRX7442757	11351279	719374	3993957	6159238	0	0	0	0	0	0	0	0	0	437046	41220	444	6.337382774	11351279	5192041	45.74	6159238	54.26	SRX7442757_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11351279	0	20-101	54	10.73572811	96.99764934	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	11353804	4818361	11353804	1146734204	984880	1109003830	3.290245801			0.7518	0.0382	0.2099
SRX7442758	10909389	1813714	1632176	6592485	0	0	0	0	0	0	0	0	0	771209	98556	1249	16.62525738	10909389	4316904	39.57	6592485	60.43	SRX7442758_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10909389	0	20-101	56	16.98565393	96.44320044	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10911957	4766537	10911957	1102107657	957455	1059759486	3.842471353			0.6533	0.0687	0.2779
SRX7442759	10867430	3412432	1010449	4838052	0	0	0	0	0	0	0	0	0	1389184	215366	1947	31.40054272	10867430	6029378	55.48	4838052	44.52	SRX7442759_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10867430	0	20-101	58	24.26593003	96.69734003	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	10870348	4473155	10870348	1097905148	971693	1058606691	3.579403655			0.5699	0.1049	0.3252
SRX7442760	9696863	851523	1180776	7072543	0	0	0	0	0	0	0	0	0	533913	57637	471	8.781427561	9696863	2624320	27.06	7072543	72.94	SRX7442760_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9696863	0	20-101	55	12.68552654	97.42049939	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	9699023	4026146	9699023	979601323	846977	951491219	2.869545328			0.6786	0.0732	0.2482
SRX7442761	11946013	4256705	1480463	4194825	0	0	0	0	0	0	0	0	0	1747593	263980	2447	35.63285089	11946013	7751188	64.89	4194825	35.11	SRX7442761_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11946013	0	20-101	59	25.64824171	97.20663003	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	11951773	4634734	11951773	1207129073	1216552	1169887914	3.085101654			0.5625	0.112	0.3255
SRX761422	36333015	146433	16480162	2359312	0	0	0	0	0	0	0	0	0	17340073	6864	171	0.403030137	36333015	33973703	93.51	2359312	6.49	SRX761422_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36333015	0	20-101	52	6.223955853	96.8429061	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	37537836	13270614	37537836	3791321436	134138238	3544197376	6.518151103			0.4197	0.4126	0.1677
SRX761423	93413516	426240	43976393	3515184	0	0	0	0	0	0	0	0	0	45467885	27630	184	0.456293712	93413516	89898332	96.24	3515184	3.76	SRX761423_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	93413516	0	20-101	52	4.089831296	94.90890325	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	96006478	31450268	96006478	9696654278	532097693	8928594834	7.920870663			0.4005	0.4397	0.1598
SRX7747527	13504966	5833323	3360834	468862	0	0	0	0	0	0	0	0	0	3587137	251194	3616	43.19391104	13504966	13036104	96.53	468862	3.47	SRX7747527_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13504966	0	20-150	61	25.54961606	148.8560113	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	13505764	3207355	13505764	2025864600	2580220	2015869928	0.493353406			0.6181	0.0963	0.2857
SRX7747528	13503640	5876816	3329482	375339	0	0	0	0	0	0	0	0	0	3635016	282583	4404	43.52023603	13503640	13128301	97.22	375339	2.78	SRX7747528_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13503640	0	20-150	61	25.29610787	148.784176	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	13505764	4048867	13505764	2025864600	1263244	2015616166	0.505879514			0.5357	0.3746	0.0897
SRX7747537	17067456	7306708	4166434	593911	0	0	0	0	0	0	0	0	0	4672234	323642	4527	42.81076219	17067456	16473545	96.52	593911	3.48	SRX7747537_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17067456	0	20-150	61	25.19019818	148.8680441	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	17068133	4055115	17068133	2560219950	3185418	2547840367	0.483535917			0.6122	0.1025	0.2852
SRX7747538	17189304	8262697	4120270	605500	0	0	0	0	0	0	0	0	0	3840713	355282	4842	48.06882815	17189304	16583804	96.48	605500	3.52	SRX7747538_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17189304	0	20-150	61	25.99311296	148.7230203	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	17190202	4268806	17190202	2578530300	3368524	2563653138	0.576962854			0.6273	0.0877	0.285
SRX7747539	17227156	13393049	1295891	635284	0	0	0	0	0	0	0	0	0	1279217	611392	12323	77.74381912	17227156	16591872	96.31	635284	3.69	SRX7747539_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17227156	0	20-150	65	38.20204169	148.8954449	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	17230317	3958946	17230317	2584547550	3891490	2572004078	0.485325642			0.5749	0.1535	0.2716
SRX7747540	17187226	8277478	4070223	440036	0	0	0	0	0	0	0	0	0	3957633	435964	5892	48.16063977	17187226	16747190	97.44	440036	2.56	SRX7747540_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17187226	0	20-150	61	25.38977619	148.7193132	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	17190202	4992249	17190202	2578530300	1614289	2564063034	0.561066356			0.5508	0.3672	0.082
SRX7874204	7463692	4694378	30627	231239	0	0	0	0	15549	0	0	0	0	2142070	327292	22537	62.89619132	7463692	7232453	96.9	231239	3.1	SRX7874204_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7463692	0	20-101	60	23.6150402	98.48260727	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	7472285	2591591	7472285	754700785	1869713	740526146	1.878179973	0.0805	0.3266	0.5929		
SRX7874205	6148098	3944866	15238	200431	0	0	0	0	12852	0	0	0	0	1680133	275623	18955	64.16400649	6148098	5947667	96.74	200431	3.26	SRX7874205_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6148098	0	20-101	60	26.73211654	98.48503196	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	6155718	2120811	6155718	621727518	1739025	609990905	1.887742244	0.0799	0.3352	0.5849		
SRX7874206	5949202	3346457	21261	194281	0	0	0	0	12272	0	0	0	0	2074410	285048	15473	56.25051898	5949202	5754921	96.73	194281	3.27	SRX7874206_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5949202	0	20-101	60	21.00239164	98.47934866	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	5956996	2097912	5956996	601656596	1713144	589359968	2.043795095	0.0865	0.3183	0.5952		
SRX7874207	5868833	3591286	15949	186868	0	0	0	0	14400	0	0	0	0	1744515	299042	16773	61.19250624	5868833	5681965	96.82	186868	3.18	SRX7874207_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5868833	0	20-101	60	26.65729078	98.21786035	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	5877054	1825705	5877054	593582454	475680	582335382	1.894778379	0.088	0.3424	0.5696		
SRX7940213	9397373	6031197	331112	1949589	0	0	0	0	0	0	0	0	0	835667	245148	4660	64.17960636	9397373	7447784	79.25	1949589	20.75	SRX7940213_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9397373	0	20-101	61	32.77785195	99.31681801	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	9404944	2584315	9404944	949899344	1037662	940646793	0.974055942			0.6286	0.0496	0.3218
SRX7940214	10138678	7419127	236879	1103933	0	0	0	0	0	0	0	0	0	1065730	307323	5686	73.1764733	10138678	9034745	89.11	1103933	10.89	SRX7940214_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10138678	0	20-101	62	33.5848699	99.33862896	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	10147003	2664453	10147003	1024847303	1091215	1015162726	0.944977556			0.6287	0.0546	0.3167
SRX7940215	6072002	4677774	140568	467009	0	0	0	0	0	0	0	0	0	602300	180937	3414	77.03841336	6072002	5604993	92.31	467009	7.69	SRX7940215_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6072002	0	20-101	63	39.70160416	99.490236	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	6078810	1518286	6078810	613959810	709400	608940630	0.817509537			0.6278	0.0485	0.3237
SRX7940216	4464613	3516377	82794	269816	0	0	0	0	0	0	0	0	0	447311	145737	2578	78.76107067	4464613	4194797	93.96	269816	6.04	SRX7940216_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4464613	0	20-101	63	41.68090911	99.55238494	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	4469801	1109779	4469801	451449901	504146	448016371	0.760556153			0.6442	0.0476	0.3082
SRX7940217	9675116	7783421	96649	337157	0	0	0	0	0	0	0	0	0	1122061	330011	5817	80.44783132	9675116	9337959	96.52	337157	3.48	SRX7940217_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9675116	0	20-101	63	35.14971193	99.5159812	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	9680926	2390619	9680926	977773526	1001713	970550139	0.738758701			0.6353	0.0524	0.3124
SRX7940218	6153988	1384535	618328	3792124	0	0	0	0	0	0	0	0	0	300153	57949	899	22.49817517	6153988	2361864	38.38	3792124	61.62	SRX7940218_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6153988	0	20-101	56	19.16863344	99.41932093	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	6158196	1952087	6158196	621977796	682205	616421999	0.893246839			0.6383	0.0441	0.3176
SRX8044219	31033132	68029	6021320	18076429	0	0	0	0	655642	0	0	0	0	6206478	4541	693	0.219214097	31033132	12956703	41.75	18076429	58.25	SRX8044219_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31033132	0	20-76	51	38.69676863	70.5517068	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	31250318	13823091	31250318	2375024168	56600991	2204517551	7.179152924	0.4878	0.0033	0.5089		
SRX8044220	34537297	130575	7539941	17325045	0	0	0	0	1679531	0	0	0	0	7854443	7375	387	0.37806954	34537297	17212252	49.84	17325045	50.16	SRX8044220_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34537297	0	20-76	52	29.11628818	68.70568736	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	34756648	17839115	34756648	2641505248	51022386	2384548615	9.727659379	0.4908	0.0046	0.5046		
SRX8044221	32542543	50388	4719872	22203787	0	0	0	0	671599	0	0	0	0	4892604	4238	55	0.154837316	32542543	10338756	31.77	22203787	68.23	SRX8044221_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32542543	0	20-76	53	40.56923218	68.47775824	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	32839157	16181587	32839157	2495775932	74857732	2235713710	10.42009496	0.4889	0.0033	0.5078		
SRX8044222	4222679	11246	490206	3176811	0	0	0	0	30089	0	0	0	0	513223	1052	52	0.26632382	4222679	1045868	24.77	3176811	75.23	SRX8044222_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4222679	0	20-76	52	67.6352875	69.08653156	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	4285718	2123606	4285718	325714568	4899525	301550780	7.418700413	0.4927	0.0082	0.4991		
SRX8044223	33060402	54770	3399707	25752499	0	0	0	0	292022	0	0	0	0	3558153	3024	227	0.165666467	33060402	7307903	22.1	25752499	77.9	SRX8044223_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33060402	0	20-76	54	48.87226246	68.76110363	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	33371785	15724183	33371785	2536255660	93335663	2282164181	10.01837011	0.4897	0.0047	0.5056		
SRX8044224	42282477	29866	2917147	36160029	0	0	0	0	177699	0	0	0	0	2995445	2278	13	0.070634462	42282477	6122448	14.48	36160029	85.52	SRX8044224_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42282477	0	20-76	53	62.88762954	69.9498448	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	42684183	18900210	42684183	3243997908	63449599	3025283092	6.74213801	0.4941	0.0026	0.5033		
SRX8044225	43220802	23550	1743521	39570543	0	0	0	0	85072	0	0	0	0	1796062	1315	739	0.054487652	43220802	3650259	8.45	39570543	91.55	SRX8044225_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43220802	0	20-76	53	67.65905471	70.43008508	pass	pass		pass	fail	fail	pass	warn	warn	pass	pass	43668737	17663178	43668737	3318824012	124526116	3068745610	7.535151038	0.4913	0.0042	0.5045		
SRX8044226	43029493	24316	2605975	37540455	0	0	0	0	166576	0	0	0	0	2689647	2358	166	0.056510078	43029493	5489038	12.76	37540455	87.24	SRX8044226_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43029493	0	20-76	53	62.06141444	70.06620757	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	43462115	18205262	43462115	3303120740	113618936	3039208391	7.989788136	0.49	0.0024	0.5076		
