Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
PA0001,-0.00264980673789978,-0.0012551286816596984,0.003192166090011597,-0.009489774703979492,0.0032006150484085085,-0.0010390686243772506,-0.004000885486602783,0.0029311680793762205,0.001799202859401703,-9.308040142059328e-05,-0.0006614363193511963,-0.0008416534960269928,-0.0025019536167383196,-0.0007816556841135025,0.00011383623316668081,-0.0072983708044495246,-0.0045207761606927644,-0.005236766284162348,0.00473246287989926,0.015824605118144642,0.0019451791589910335,0.004806577034716336,-0.006643646413629706,-0.004155427801842783
PA0002,-0.004246919155120849,-0.0017857643961906432,0.003227739930152893,0.005976595968570349,-6.675034761428833e-05,-0.0010138091444969178,0.0013961690664291383,0.002111337184906006,0.0015128587186336517,0.0009019553661346435,-0.0052813470363616945,-0.00022850260138511657,0.0032388898730278015,0.0013519684970378877,-0.003020006677378779,0.0030131490543635203,-0.0009333433236105968,-0.005642204663970253,0.004754993822667506,0.011983419548381459,0.006704599207097834,0.0023946042330759876,-0.010382431203668769,-0.009234884205986471
PA0003,-0.0018731069564819336,-0.0041294944286346435,0.00186387300491333,0.010179231751639888,0.0030251967906951903,0.0026540666818618774,-0.0012765669822692872,-7.8887939453125e-05,-0.0017351561784744263,-0.0008190453052520752,0.0016960835456848145,0.0026468509435653687,-0.0036761577427387236,0.002874854803085327,-0.0038532312365545745,-0.01561885169058135,-0.0028892533253815213,-0.0028531464663418857,-0.004032562305400898,0.007497385415163907,-0.009077748385342685,0.0017443602939821638,0.0008089499040083452,-0.005317482293820849
PA0004,0.0022226935625076294,-0.00214582622051239,0.005067573189735413,0.0003329065610777657,0.0031187307834625246,-0.0053037085756659505,-0.0003863835334777832,-0.00025649189949035646,-0.0008369479328393936,-0.004582959711551666,-0.0009179919958114624,0.004302451834082604,0.0009690455719828606,0.0051819756254553795,-0.004181934439617655,-0.005629612941934605,-0.0018652150944127874,0.006171384318308396,0.003919101380682611,0.010434061559763822,-0.008242753419009123,0.005761362471670474,0.007879031788219104,0.003214126708460789
PA0005,-0.010948016047477723,0.0007118907570838928,-0.00489075094461441,0.001775539146279389,-0.001683814376592636,-0.0041112639382481575,-0.007407090067863465,-0.002088392972946167,-0.010351609885692597,-0.0050506901741027834,0.00035285025835037233,-0.0002581752836704254,0.010357887651771307,0.003229741081595421,-0.0025235569995382557,0.0008149366788189821,-5.873381081274003e-05,-0.003715868903832002,0.0012732428776753414,-0.005302228169007735,-0.006913956728848544,0.0018036680401496167,-0.010874258388172497,-0.009067049213484222
PA0006,-0.001727616786956787,0.011639386415481567,-0.004870280027389527,0.0015112858898234816,-0.011054537296295165,-0.0026489391922950743,-0.005690191984176636,0.007287330627441406,-0.0014659374952316283,0.005873255729675293,0.0015508270263671876,0.006555265784263611,0.0030549484491348266,-0.004176834225654602,0.0016180536021356997,-0.0006834304693973426,-0.0009639823840836347,0.0017741346901113337,-0.007185253230008212,0.009402024745941161,-0.0004875616593794389,0.002210599071574661,0.005336640097878196,0.005255960950664445
PA0007,-0.0014645016193389892,4.0453970432281497e-05,-2.0598769187927245e-05,-0.014158212913657134,-0.006095581650733948,0.002030337229371071,-0.010208622813224792,0.030433480739593507,-0.007618262469768524,0.011540518999099731,-0.0002199387550354004,-0.0015156939625740051,0.020551510453224182,-0.0023140503466129304,-0.007000612175982931,-0.008016131140969017,0.001082128387386516,-0.00377864038402384,-0.0025080868176051547,0.002762381596998735,-0.004856560446999289,-0.0012632226044276976,0.0017367319627241654,-0.0018667216394461837
PA0008,-0.0022716736793518067,0.003920390009880066,0.004180163741111755,0.0038170454637059628,-0.006781126260757446,0.0012021206319332122,-0.006330465078353882,-0.002635476589202881,0.008193225860595703,0.004564387202262879,-0.003597170114517212,-0.0026492691040039063,0.0024881751090288164,0.00755298838019371,-0.003088488095048545,0.0058305618738887285,-0.0019369042020733074,0.008101873641664332,-0.00888321539024254,0.0032945291562513873,0.012767258557406338,0.0037262214804595372,-0.004040826450694691,-0.001255638459149529
PA0009,-0.005740817785263062,0.0027028679847717284,-0.002897990942001343,0.002944442461121757,-0.002000674605369568,-0.0016693033277988434,-0.00017625093460083008,-0.0005434465408325196,0.0019261378049850464,0.003406822085380554,-0.014074064493179321,-0.0033041220903396607,-0.00042805925011634826,0.004901020377874374,0.006174612736356431,0.0026603178544477983,-0.008913234128790387,0.0064285275611010466,0.005737859707374077,0.011894739216024226,0.000174934213811701,0.0073899503024119255,0.0018821109424937855,-0.003465138229669309
PA0010,0.003727836608886719,0.014468443393707276,-0.0018186688423156739,0.001215673842520084,-0.009647547006607056,0.006073043495416641,0.0039987689256668095,-0.002394134998321533,-0.008648916780948639,5.999028682708737e-05,-0.011159064769744874,-0.007014344781637192,0.0007294875755906105,-0.004195204675197601,0.008257990298063858,0.0008895776488564231,-0.0022503703327502234,0.005706859041344036,0.0014811707781506823,0.0007307941263372247,-0.005144383690573953,0.0017110896560381043,-0.0117292274128307,-0.00819240598117604
