Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
PA0001,0.002408229112625122,-0.003020479381084442,-0.0014277113229036332,-0.0019119447469711304,-0.00485807478427887,0.0052010924727828416,-0.005888576486280986,-0.0018283066153526306,0.001894022226333618,0.00027217984199523926,0.0024611377716064454,-0.0019277142889705704,0.0021071935817599296,-0.001451486349105835,-0.0020797685498283023,-0.007766672372817993,0.0004951426386833191,-0.008682473913415686,-5.7960152626037596e-05,-0.004413813352584839,-0.0025296336726138464,-0.005102213523159288,-0.005346427548606441,-0.0037810510280085544,-0.001181278869790851,-0.0064146238214829385,-0.010983474114361931
PA0002,0.002961641252040863,0.003327967971563339,-0.0044735677540302275,-0.00177831768989563,0.0009666991233825684,0.0008267738201000073,-0.0037323938948767526,-0.0014049392938613892,0.0008042114973068237,9.38701629638672e-05,0.0014323008060455323,-0.006445425528067129,-0.0002698148787021637,0.0008956956863403321,-0.009409003314517793,0.002611050605773926,-0.0048834216594696046,0.004600760224577669,0.0012283998727798463,-0.0012721249035426549,0.0022700083883185136,-0.010020370761009112,0.002331404191143108,0.0027923058061038748,-0.009870341645096833,-0.005795540762882607,-0.004427662082746917
PA0003,0.0017020285129547119,-0.0041140210628509526,-0.0022284650802612306,0.002038133144378662,-0.0011671710014343262,0.0023340030952736183,0.00411301212651389,-0.0040031814575195316,-0.0006479144096374512,0.003797147274017334,-0.0014920902252197265,-0.00469668706258138,0.0021389566361904146,0.002316136360168457,-0.0028749467834593757,-0.015476362705230713,0.0022056758403778075,0.010072245226277933,-0.0010868096351623535,0.0002012763704572405,-0.0026917206613641035,-0.0023297381727662805,-0.004612949659239571,0.0002288070379518995,-0.008070762427348012,-0.0027466708538579007,-0.012808425753724342
PA0004,0.005069652646780014,0.0009798217564821244,0.003048284724354744,-0.0061435896158218385,-0.0005105182528495789,0.0038428891588140417,-0.004217842327696937,-0.003173640221357346,6.519049406051635e-05,0.0048824819922447206,0.00011263728141784668,-0.003533149942939664,0.002933070883154869,0.0048306649923324585,0.0024106018836536104,-0.006105516850948334,-0.0006708863377571106,-0.00014393128357924424,-0.005056674480438232,0.0002508631774357387,-0.0031911134719848633,0.005287024052175757,-0.0009093470168563555,0.004077599329106948,0.0009935432166423438,-0.0001455089625190286,-0.003007982291427313
PA0005,-0.003962471187114716,0.009672598168253898,-0.010638787895441055,-0.0038032305240631105,-0.005993161499500275,-0.00012430879804823134,-0.0025665094809872763,0.0005534610152244568,-0.0020825563371181487,-0.000701795220375061,-0.010728549957275391,-0.0032873852753344877,-0.0018316562846302986,0.003092471361160278,-0.007697651310572548,-0.0006787049770355225,-7.771492004394531e-05,0.00023011959992445908,-0.004550719559192657,-0.0005375615188053676,0.00350801150004069,-0.0036151815358906577,-0.0035029233626599583,-0.026427543046427707,0.007380754317877427,-0.017820829269932767,-0.004170238971710205
PA0006,-0.00420194685459137,0.0028692066669464113,-0.002689199447631836,-0.003134660720825195,-0.006320352554321289,0.0038811012550636573,0.006126474056925092,0.011860488653182984,0.007046196460723877,0.007439095973968506,-0.0009282541275024414,0.000508797021559727,-0.011152829527854919,-0.004888386726379395,0.005106254229469905,2.50244140625e-05,0.002038668394088745,0.0016017254296835366,0.006133463382720947,-0.0035556554794311523,0.0027479874460320723,0.0019614361736872425,-0.0013926793944160894,-0.0008855053022796032,-0.00597183771853177,-0.007230319228826785,-0.00038939831303615196
PA0007,-0.0007279369235038757,0.020249448716640472,-0.0013601872324943542,0.002323770523071289,-0.009816121459007263,-0.0023186780788280346,0.005952428494180951,0.00027034342288970945,0.030645570755004882,-0.0017924416065216065,-0.00770959734916687,-0.004573639528250989,-0.005091332979500294,-0.0012268328666687012,-0.0027289683856661358,-0.008259626626968384,-0.00044750839471817015,-0.012427363302800563,0.011474695801734925,0.006223376308168683,-0.004900539130495305,0.0013092662373634233,0.002655051789193783,0.0011649096713346593,-0.0036464558457428554,-0.011775117294461119,-0.0015163632000193877
PA0008,0.005772590935230255,0.0021220412850379944,-0.0011692644655704498,0.000282135009765625,-0.006544420719146729,0.006737249868887442,-0.009653010538646154,0.00359075129032135,-0.0021356719732284544,-0.0013812243938446044,0.008366012573242187,-0.005756554780183015,-0.006714119836688042,0.006246960163116455,-0.0010333576845744299,0.005313191413879394,-0.00391150414943695,0.002917341597668536,0.004637389183044433,-0.006156704255512783,0.0019333237095883018,-0.0035642450802946743,0.004275409680492473,0.013360272435580982,0.011462705315284009,-0.006920167044097302,-0.005447212387533749
PA0009,-0.002212452292442322,-0.0008009189367294312,-0.00501851424574852,-0.0022629523277282715,-0.0010457313060760498,0.006401878816110117,-0.006086164287158421,0.0028755950927734377,-0.0013147205114364623,-0.0022632503509521485,0.0018979036808013917,0.0026606983608669704,-0.0017511878162622453,0.00427919864654541,-0.004496961358993772,0.0018688571453094483,-0.014015487134456635,0.00048546434996964095,0.003152734041213989,-0.007427411420004708,0.0014040260984186541,0.006064521939787146,-0.016201444391934376,0.007539153099060059,0.005385261661601516,-0.006381002126955518,-0.0013874886082667931
PA0010,-0.0006014686822891235,0.0008468954265117646,0.003273002207279205,0.006301427483558655,0.0033172786235809324,0.0035441451602511937,-0.004445795501981463,0.014724065661430358,-0.0012995660305023192,-0.006592631936073303,-0.00923961639404297,0.00818747502786142,-0.009511839784681796,-0.004548130035400391,-0.008327741471547929,0.0011739480495452882,-0.0096842023730278,-0.0002648938785899769,-9.176135063171388e-05,-0.0060114094189235145,-0.00530226188793517,-0.005531493115098509,-0.0072243078699651755,-0.004805904977461871,0.006428875450818044,-0.010536657828910678,-0.002772667828728171
PA0011,-0.004735292196273804,0.004172518849372864,-0.006837963163852692,-0.004369237422943115,-0.0045765888690948485,0.0022551483578152126,0.001359162586075919,0.00030929744243621824,-0.002742496132850647,0.002784963846206665,-0.0030099630355834963,-0.009721526393183955,-0.0024219413101673128,0.004886317253112793,3.0279159545898438e-05,-0.0017371368408203125,0.005105554461479187,0.0006936416997537985,0.008224233388900756,-0.0005016667502267021,-0.0035842761658785634,-0.011291368366920785,-0.008819049259401718,0.004567616126116584,-0.00951039453722396,-0.00797731268639658,-0.001452193540685317
PA0012,-0.0015284597873687744,0.006098360419273376,-0.0030440503358840944,-0.003396131992340088,-0.015539553165435791,0.0038319340458622684,0.0064376890659332275,-0.0058088767528533935,0.005615807771682739,0.0018973159790039063,0.0013340139389038086,-0.01751497056749132,0.00911494717001915,0.0014648294448852538,-0.009366913447304377,-0.00010672807693481445,-0.010195212364196777,0.004015869908518605,0.00851761817932129,-0.0023056098393031527,-8.16479063870614e-06,0.0001664390302684209,0.0001276978906595482,-0.0069478867100734336,-0.00630203957827586,-0.002219415178485945,-0.001119389253504136
PA0013,-0.004646310210227966,0.006816073209047317,-0.004928308725357056,-0.0074572300910949706,-0.002876877784729004,0.007542769114176433,0.0013600779431206839,-0.003185419142246246,-0.0013716515898704528,-0.004730705618858338,0.002150167226791382,-0.0004899119153434848,0.007978701256215573,0.003009605407714844,-0.008883944106480432,-0.0010938143730163574,-0.010788230001926422,0.00517797547501403,-0.0037770015001296997,-0.005967834166118077,-0.008920414405956603,-0.002387195009074799,0.000502147764529822,0.0014981720961776434,0.014625031993074238,-0.014143587327470966,-0.022188569985184016
PA0014,-0.003019446134567261,-0.007409050315618515,0.0020000773668289186,0.00935920536518097,-0.025956079363822937,-0.00436513070706968,0.033025968819856644,-0.004619226157665253,-0.0015303954482078553,0.014494482278823852,0.0002123183012008667,0.005270074915002893,0.013970359191298486,0.0009210968017578125,-0.005817612248753745,-0.00397278368473053,-0.0017199498414993287,0.004753247871027364,0.008867581486701965,0.004910258310181754,-0.004414010466190807,-0.012420837193319243,-0.015474344199558473,-0.007807729290980918,-0.014063535715049168,0.010837550256766524,-0.002066203192168591
PA0015,-0.0022383323311805725,-0.003320622742176056,0.008507117331027984,0.002290060520172119,0.007767783403396606,0.007146499775074146,-0.004270778436745916,-0.01187590777873993,-0.00035286158323287963,-0.00018605709075927734,-0.005311441719532013,-0.002248750792609321,-0.011056880466639996,0.002589982748031616,-0.003912242632063609,-0.01676143556833267,-0.009962301403284073,0.0020179750470371988,0.00827912300825119,-0.006158118801457542,0.0054996285522193235,0.005754743332732214,-0.018643042951259972,-0.0014903089579413919,0.003321988964980503,-0.00901525336153367,-0.006454809039246803
PA0016,0.0003715446591377258,-0.005980459153652191,-0.001626613289117813,0.0010949236154556275,-0.006907573938369751,0.005314041067052771,-0.007457989134958812,-0.0026959380507469177,0.005225966274738311,-0.0050442230701446536,-0.0008265346288681031,-0.012626141677668064,-0.015559064522385598,0.005667974948883056,-0.0023845770056285555,-0.0024439555406570433,0.0024479930102825165,0.0031161033487939215,-0.0015309745073318482,-0.00529941703592028,-0.0017037726285164816,0.0024136696776298626,-0.0030992638390019253,0.0026082121858409806,0.007141165294737186,-0.002184948500464944,-0.009993705095029344
PA0017,0.005758552551269531,-0.004574258774518967,0.004799318462610245,0.0018608462810516357,-0.009464738965034485,0.005200185157634594,-0.0007442544613565717,-0.005215652883052826,0.0011177361011505127,0.0014636784791946412,0.0006104695796966552,-0.0007478602138566382,-0.01394558820873499,-0.004061701297760009,-0.004504962336449396,0.004152176380157471,-0.0017622441053390502,-0.0004082411140590519,0.0015140283107757569,-0.004342168569564819,-0.003123367041872259,0.011984942710562928,0.00846049133336769,0.0027168498319738053,-2.0300161163761954e-05,-0.0011009795992982154,-0.006500435810463101
PA0018,0.0057006262242794035,-0.009364932030439376,0.008197497054934501,0.0023683202266693115,-0.007897430658340454,0.004611719537664343,-0.00453277730516025,0.006319895684719086,0.008718748092651368,-0.0030386370420455934,0.004969741106033325,-0.0021117999229902104,0.007704411111772061,0.008754756450653076,-0.014563886182648795,0.0009671026468276978,-0.0009209226071834564,-0.006898060634538725,-0.0076993793249130246,-0.0014602435486657278,-0.0029636977011697333,0.010632387171052906,0.007896728110763262,0.001193711570664948,-0.009977612855299463,-0.005735674325157614,-0.004534302973279766
PA0019,-0.0012336713075637817,0.009230015575885772,-0.008690248131752015,0.002191197872161865,-0.00672982931137085,0.007021480136447483,0.005884136472429548,0.003700321316719055,-0.0008878171443939209,0.0028172123432159426,0.006228055953979492,0.002632176434552228,0.006254209131002426,0.0013700270652770997,-0.002323851225868104,-0.011879446506500245,0.006148942708969116,0.009330208425397998,-0.00827999472618103,-0.0059171489306858605,0.0045619261892218335,-0.0008527530382757318,-0.011884531884823205,-0.00046137150596169867,-0.014242205417381143,-0.006322498415030685,-0.006643335024515788
PA0020,0.00307383693754673,0.003319981247186661,-0.008986354097723961,-0.0027371871471405028,0.0015813618898391723,0.004698246165558144,-0.008050177246332169,0.007918170392513276,-0.0062883984297513965,0.0008746901154518127,-0.009289807975292205,-0.014086308302702728,-0.008090023519471287,-0.002998529672622681,0.007224486638156194,0.005659245997667313,0.008047905489802361,0.006825996103224817,0.005324552059173584,-0.006000344242368426,-3.52723556652404e-05,0.001190211777001211,-0.007935577406073516,-0.00029559316588383095,0.003932269536099344,-0.0185491471898322,-0.0036962856264675364
PA0021,0.010219134092330932,-0.011559977531433105,-0.00955930769443512,-0.010745116472244264,-0.006183508634567261,-9.1535073739511e-05,0.004884637892246246,-0.00500897228717804,0.0016166943311691285,-0.0014817094802856445,-0.0068340301513671875,0.004343177065437223,-0.005080918371677398,-0.0028010988235473632,-0.007702489220906818,0.018208526372909546,-0.007093241214752197,-0.0016395581233036984,-0.017108447551727295,7.896763937813898e-05,-0.004643716310199939,0.0019878728749000863,-0.004906431683954203,0.01020507017771403,0.0016426753323033171,-0.008189241091410318,-0.010072600607778513
PA0022,-0.010040733590722084,0.0063505569845438,0.004170676432549953,-0.0003604665398597718,0.00101386696100235,0.007239267781928733,-0.01734483614563942,0.004594306945800781,-0.008721685260534287,-0.0031869009137153624,0.00043157190084457396,-0.0017456787603872795,0.002527867220342159,0.00047352135181427,0.003387340122745151,0.001799849271774292,0.002967313677072525,0.0031224841421300716,-0.007036668658256531,-0.008169443479606084,0.0027234303323846114,0.001372306416295979,0.0003070134036945847,-0.00510898232460022,0.0033225958358566714,-0.002345019111446306,-0.002200188590031044
PA0023,-0.002571582794189453,-0.002350645065307617,0.003120653033256531,-0.003366339206695557,-0.011545352935791016,-0.0038632110313132958,0.002143551196370806,0.0005054068565368652,-0.013161550760269165,0.001668696403503418,-0.0020214200019836428,-0.012902771985089337,-0.008074242919683457,0.005395855903625488,-0.0015655150489201622,-0.004177532196044922,0.006255404353141785,-0.00022248633496173016,-0.00108734130859375,0.0037995406559535433,-0.001987306695235403,-0.0015030576758188743,0.013868426376918578,-0.015919072955262428,0.0028022089094485877,-0.009468625573550953,-0.005283439860624426
PA0024,0.0012915170192718507,-0.004960742592811584,0.03556372940540314,0.004827185869216919,-0.007457036972045899,0.0091798084753531,-0.0155546207513128,0.008681049346923828,-0.000914953351020813,-0.00585119366645813,-0.0017059636116027832,-0.0015407727088457273,0.003295745030045509,0.013510832786560059,0.006467034892430381,-0.0015658116340637207,0.013628282248973847,0.006222993522495418,-0.004642093181610107,-0.00698959401675633,-0.007487581487287555,0.0033676959063908825,0.004380891907889888,0.017846042034672757,-0.010332377451770711,0.0040448600170659085,-0.012279963960834578
PA0025,0.012604097276926041,0.012411666363477706,0.01672354180365801,-0.0011276863515377045,-0.005228581130504608,0.006390277434278418,0.0012227815708943776,0.005505473762750626,-0.003402615487575531,-0.003935933560132981,-0.003483941555023193,-0.0005331561889177488,-0.0022135757561773063,0.007591993510723114,0.017100301053788926,-0.0027330023050308226,0.00806388519704342,-0.006413425524513443,-0.004109721332788467,-0.0054785651820046565,-0.003067969230183384,-0.003928055604026742,-0.0001291494886830168,0.012917658861945657,0.0025996636107282816,-0.005537111677375494,-0.01367416218215344
PA0026,0.010473721325397492,-0.010285104811191558,0.006555295959115029,-0.00278828501701355,-0.005131357312202454,-0.0024760829077826608,0.01571397962314742,0.007045062780380249,0.001483583152294159,-0.004039616584777832,0.002566477060317993,-0.00307728773281898,-0.002007289007306099,-0.001991821527481079,-0.014169648762733217,-0.010776296257972717,-0.0010737195611000062,0.005356228970862054,-0.004000352025032044,0.002591022423335484,-0.020512300625182035,-0.002782950662586787,0.013095160700240225,0.004121587556951186,0.02559689277747892,-0.01628426009533452,-0.010826377307667452
PA0027,-0.010229594111442565,-0.008287374675273896,0.01109575316309929,-0.006151835918426513,-0.0072097134590148925,-0.0073905256059434675,0.01843252352305821,-0.008883220553398132,-0.00577606201171875,0.0011080145835876466,-0.006498677730560303,-0.0021023632567605853,-0.004169000014662742,-0.0014346957206726075,-0.02797712172780718,0.01322662353515625,-0.014093227386474609,-0.0007860954705770914,-0.003511857986450195,0.006042420864105225,-0.005109410536916633,0.005892041611344847,0.012794487881210615,0.0054421237870758655,0.01073173756869334,-0.01147603287416346,-0.014264289070578182
